mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_criterion,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.15413503646850585,0.0016125362183769447,0.007403230667114258,4.9167807527898925e-05,gini,3,6,150,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 6, 'min_samples_split': 150}",0.9747609430214618,0.9744550446703216,0.9727374206651829,0.9683504348626337,0.9731197352636473,0.9726847156966494,0.0022988168593785635,822,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.1532954216003418,0.0015624155544091828,0.007455205917358399,4.4684908504553944e-05,gini,3,7,30,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 7, 'min_samples_split': 30}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9683483196069197,0.9731197352636473,0.9726912711725273,0.0023075708245510022,818,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.1557302474975586,0.005256769061966304,0.007912206649780273,0.0009529098713262008,gini,3,7,60,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 7, 'min_samples_split': 60}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9683483196069197,0.9731197352636473,0.9726912711725273,0.0023075708245510022,818,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.152524995803833,0.0015337798885741935,0.007435989379882812,4.813538261836282e-05,gini,3,7,90,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 7, 'min_samples_split': 90}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9683483196069197,0.9731197352636473,0.9726912711725273,0.0023075708245510022,818,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.15017256736755372,0.00028075277791092345,0.0073678016662597655,5.8162680264573164e-05,gini,3,7,120,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 7, 'min_samples_split': 120}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9683483196069197,0.9731197352636473,0.9726912711725273,0.0023075708245510022,818,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.1505068302154541,0.0006743576278601758,0.0073850154876708984,5.84157631439022e-05,gini,3,7,150,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 7, 'min_samples_split': 150}",0.9747609430214618,0.9744550446703216,0.9727374206651829,0.9683504348626337,0.9731197352636473,0.9726847156966494,0.0022988168593785635,822,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.15014891624450682,0.00020422548601688602,0.007389354705810547,5.27122720148349e-05,gini,3,8,30,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 30}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9684455062125727,0.9731197352636473,0.9727107084936579,0.0022710270054887333,806,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.150126314163208,0.00020477641709599047,0.007404136657714844,5.562043316677863e-05,gini,3,8,60,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 60}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9684455062125727,0.9731197352636473,0.9727107084936579,0.0022710270054887333,806,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.15374670028686524,0.003638819127120023,0.007433748245239258,7.726227656586101e-05,gini,3,8,90,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 90}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9684455062125727,0.9731197352636473,0.9727107084936579,0.0022710270054887333,806,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.1539923667907715,0.005092466773513391,0.007916688919067383,0.001005986427676359,gini,3,8,120,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 120}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9684455062125727,0.9731197352636473,0.9727107084936579,0.0022710270054887333,806,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.15112648010253907,0.0010442177831753569,0.007399511337280273,1.4524682131573428e-05,gini,3,8,150,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 8, 'min_samples_split': 150}",0.9747609430214618,0.9744550446703216,0.9727374206651829,0.9683504348626337,0.9731197352636473,0.9726847156966494,0.0022988168593785635,822,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.15259089469909667,0.0015648226670961533,0.0074885845184326175,7.810158886351987e-05,gini,3,9,30,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 9, 'min_samples_split': 30}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9684455062125727,0.973037197271353,0.9726942008951991,0.0022682922129943534,810,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.15664362907409668,0.0031699328851280007,0.007599449157714844,0.00017494014865012742,gini,3,9,60,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 9, 'min_samples_split': 60}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9684455062125727,0.973037197271353,0.9726942008951991,0.0022682922129943534,810,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.15609097480773926,0.0033305359627578235,0.007515144348144531,8.007889149752569e-05,gini,3,9,90,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 9, 'min_samples_split': 90}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9684455062125727,0.973037197271353,0.9726942008951991,0.0022682922129943534,810,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.15291543006896974,0.0014087899956745297,0.007507228851318359,8.784274922383978e-05,gini,3,9,120,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 9, 'min_samples_split': 120}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9684455062125727,0.973037197271353,0.9726942008951991,0.0022682922129943534,810,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.15412702560424804,0.002221153705332172,0.007433843612670898,5.094428759496693e-05,gini,3,9,150,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 9, 'min_samples_split': 150}",0.9747609430214618,0.9744550446703216,0.9727374206651829,0.9683504348626337,0.9731197352636473,0.9726847156966494,0.0022988168593785635,822,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.15184597969055175,0.0008119261647680125,0.007458114624023437,4.910279113065325e-05,gini,3,10,30,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 30}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9684455062125727,0.973037197271353,0.9726942008951991,0.0022682922129943534,810,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.15112552642822266,0.001241590709524784,0.00745539665222168,1.583099365234375e-05,gini,3,10,60,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 60}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9684455062125727,0.973037197271353,0.9726942008951991,0.0022682922129943534,810,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.1563333034515381,0.008570876042400657,0.007590675354003906,0.0003053407148865913,gini,3,10,90,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 90}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9684455062125727,0.973037197271353,0.9726942008951991,0.0022682922129943534,810,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.1528313636779785,0.0023933281820629694,0.0074536800384521484,7.5763407468906e-05,gini,3,10,120,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 120}",0.9747608945414049,0.9745065926641526,0.972720813786512,0.9684455062125727,0.973037197271353,0.9726942008951991,0.0022682922129943534,810,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.15201902389526367,0.0005520866662046121,0.00743412971496582,4.357571615431604e-05,gini,3,10,150,"{'criterion': 'gini', 'max_depth': 3, 'min_samples_leaf': 10, 'min_samples_split': 150}",0.9747609430214618,0.9744550446703216,0.9727374206651829,0.9683504348626337,0.9731197352636473,0.9726847156966494,0.0022988168593785635,822,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19227499961853028,0.0008408340232218067,0.007595157623291016,6.509545045610509e-05,gini,4,4,30,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 30}",0.9840852275036962,0.9830751783942423,0.9841802510126075,0.980964268348928,0.9844140464960104,0.9833437943510969,0.0012750781189656945,729,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19203386306762696,0.0010979536332241119,0.007602548599243164,8.87310033332383e-05,gini,4,4,60,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 60}",0.9840852275036962,0.9830751783942423,0.9841802510126075,0.980964268348928,0.9844140464960104,0.9833437943510969,0.0012750781189656945,729,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19338884353637695,0.001189658899736146,0.0076373577117919925,8.499648761574461e-05,gini,4,4,90,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 90}",0.9840852275036962,0.9830751783942423,0.9841802510126075,0.980964268348928,0.9844140464960104,0.9833437943510969,0.0012750781189656945,729,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19158663749694824,0.0009397254742650469,0.007540845870971679,5.724838687910144e-05,gini,4,4,120,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 120}",0.9840742346507958,0.9830751783942423,0.9844155656346514,0.9809682261196477,0.9844140464960104,0.9833894502590695,0.0013063485763188595,707,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.18989996910095214,0.0002581793126196197,0.00750274658203125,8.782887421230931e-05,gini,4,4,150,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 4, 'min_samples_split': 150}",0.9839866675480341,0.9830881547910432,0.9842991356568159,0.9808681424015844,0.9845066934075459,0.9833497587610047,0.0013320903469438642,714,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19178905487060546,0.0013381839324719572,0.007582855224609375,0.0001057471091309501,gini,4,5,30,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 30}",0.9840742346507958,0.9830818272066153,0.9841802510126075,0.9809784508657492,0.9844140464960104,0.9833457620463557,0.001268234967270904,723,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.1921267032623291,0.0006280786824317071,0.007604217529296875,9.25449409068015e-05,gini,4,5,60,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 60}",0.9840742346507958,0.9830818272066153,0.9841802510126075,0.9809784508657492,0.9844140464960104,0.9833457620463557,0.001268234967270904,723,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19538655281066894,0.005140772805712282,0.008055782318115235,0.000919117427727195,gini,4,5,90,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 90}",0.9840742346507958,0.9830818272066153,0.9841802510126075,0.9809784508657492,0.9844140464960104,0.9833457620463557,0.001268234967270904,723,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19094090461730956,0.0006665216663689881,0.007541942596435547,5.8831619004125064e-05,gini,4,5,120,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 120}",0.9840742346507958,0.9830818272066153,0.9844155656346514,0.9809682261196477,0.9844140464960104,0.983390780021544,0.001306031340381205,705,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19180989265441895,0.0020253046592334863,0.007512474060058593,8.38136226710144e-05,gini,4,5,150,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 5, 'min_samples_split': 150}",0.9839866675480341,0.9830881547910432,0.9842991356568159,0.9808681424015844,0.9845066934075459,0.9833497587610047,0.0013320903469438642,714,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19062886238098145,0.0003604243172731452,0.007554197311401367,8.679924302858092e-05,gini,4,6,30,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 6, 'min_samples_split': 30}",0.9840742346507958,0.9830818272066153,0.9841802510126075,0.9809784508657492,0.9844140464960104,0.9833457620463557,0.001268234967270904,723,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19066357612609863,0.00026611884076048497,0.0075531482696533205,7.862109226352049e-05,gini,4,6,60,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 6, 'min_samples_split': 60}",0.9840742346507958,0.9830818272066153,0.9841802510126075,0.9809784508657492,0.9844140464960104,0.9833457620463557,0.001268234967270904,723,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19242386817932128,0.0020708941457894627,0.0075762271881103516,9.278104266252712e-05,gini,4,6,90,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 6, 'min_samples_split': 90}",0.9840742346507958,0.9830818272066153,0.9841802510126075,0.9809784508657492,0.9844140464960104,0.9833457620463557,0.001268234967270904,723,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19194107055664061,0.0007036475666164234,0.007586956024169922,5.490775218072158e-05,gini,4,6,120,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 6, 'min_samples_split': 120}",0.9840742346507958,0.9830818272066153,0.9844155656346514,0.9809682261196477,0.9844140464960104,0.983390780021544,0.001306031340381205,705,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19218883514404297,0.0016516769817988748,0.007541465759277344,9.425291656681938e-05,gini,4,6,150,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 6, 'min_samples_split': 150}",0.9839866675480341,0.9830881547910432,0.9842991356568159,0.9808681424015844,0.9845066934075459,0.9833497587610047,0.0013320903469438642,714,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.1937955379486084,0.002529941998695468,0.007638263702392578,5.2776073004336596e-05,gini,4,7,30,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 7, 'min_samples_split': 30}",0.9840795795770683,0.9831029676419455,0.9841802510126075,0.9809784508657492,0.9844140464960104,0.9833510591186763,0.001267995482824192,713,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19251751899719238,0.0013701952787687401,0.007605934143066406,9.074157247618952e-05,gini,4,7,60,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 7, 'min_samples_split': 60}",0.9840795795770683,0.9831038707167346,0.9841802510126075,0.9809784508657492,0.9844140464960104,0.983351239733634,0.0012679601953083546,712,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19473824501037598,0.0025124154320349157,0.007621240615844726,7.723104628804851e-05,gini,4,7,90,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 7, 'min_samples_split': 90}",0.9840795795770683,0.9831061253732548,0.9841802510126075,0.9809784508657492,0.9844140464960104,0.9833516906649381,0.0012678725398776564,710,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.1932676315307617,0.0019662521118264244,0.007586956024169922,8.456099001416955e-05,gini,4,7,120,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 7, 'min_samples_split': 120}",0.9840742346507958,0.9831061253732548,0.9844155656346514,0.9809682261196477,0.9844140464960104,0.983395639654872,0.0013049174423732325,702,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19402341842651366,0.003918913276735603,0.007522678375244141,9.290870711051462e-05,gini,4,7,150,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 7, 'min_samples_split': 150}",0.9839866675480341,0.9830881547910432,0.9842991356568159,0.9808681424015844,0.9845066934075459,0.9833497587610047,0.0013320903469438642,714,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19628572463989258,0.0059708769848335645,0.008111047744750976,0.000959309361648214,gini,4,8,30,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 8, 'min_samples_split': 30}",0.9840795795770683,0.9831029676419455,0.9841802510126075,0.9810184407144613,0.9844140464960104,0.9833590570884188,0.0012530428230940428,709,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19301419258117675,0.0004131302223724606,0.007594156265258789,9.489555441770583e-05,gini,4,8,60,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 8, 'min_samples_split': 60}",0.9840795795770683,0.9831038707167346,0.9841802510126075,0.9810249864914556,0.9844140464960104,0.9833605468587754,0.0012505606188207992,708,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19612560272216797,0.002936565902308549,0.007643461227416992,0.0001397157284780506,gini,4,8,90,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 8, 'min_samples_split': 90}",0.9840795795770683,0.9831061253732548,0.9841802510126075,0.9809774083901538,0.9844140464960104,0.9833514821698189,0.0012682628154628503,711,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19905362129211426,0.0030977000574681644,0.0077649116516113285,0.00012933170479159108,gini,4,8,120,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 8, 'min_samples_split': 120}",0.9840742346507958,0.9831061253732548,0.9844155656346514,0.9809774083901538,0.9844140464960104,0.9833974761089733,0.0013015019610359269,701,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19724206924438475,0.006301655689230807,0.007616090774536133,0.00010114461366857039,gini,4,8,150,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 8, 'min_samples_split': 150}",0.9839866675480341,0.9830881547910432,0.9842991356568159,0.9808681424015844,0.9845066934075459,0.9833497587610047,0.0013320903469438642,714,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19429826736450195,0.0015323260643681955,0.007605648040771485,8.872997832515678e-05,gini,4,9,30,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 9, 'min_samples_split': 30}",0.9840795795770683,0.9831013130149829,0.9841802510126075,0.9810107676092068,0.984264649033051,0.9833273120493834,0.0012320280545514437,734,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19169297218322753,0.0005680308231883856,0.007628679275512695,9.126556080953792e-05,gini,4,9,60,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 9, 'min_samples_split': 60}",0.9840795795770683,0.9831022282115812,0.9841802510126075,0.9810173133862011,0.984264649033051,0.9833288042441017,0.0012295330295575045,732,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19186830520629883,0.0008675495765651463,0.007586383819580078,7.304743738319721e-05,gini,4,9,90,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 9, 'min_samples_split': 90}",0.9840795795770683,0.9831061253732548,0.9841802510126075,0.9809774083901538,0.9843996831035634,0.9833486094913295,0.0012658668045436967,721,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19486966133117675,0.0013426475218641218,0.007616758346557617,7.458547147733765e-05,gini,4,9,120,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 9, 'min_samples_split': 120}",0.9840742346507958,0.9831061253732548,0.9844155656346514,0.9809774083901538,0.9843996831035634,0.9833946034304839,0.001299268949809692,703,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19532489776611328,0.002198354495560135,0.007579421997070313,7.203770713427826e-05,gini,4,9,150,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 9, 'min_samples_split': 150}",0.9839866675480341,0.9830881547910432,0.9842991356568159,0.9808681424015844,0.9845066934075459,0.9833497587610047,0.0013320903469438642,714,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19413905143737792,0.0021349380268303525,0.007636404037475586,0.00011480854511781759,gini,4,10,30,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 30}",0.9840795795770683,0.9831013130149829,0.9841802510126075,0.9810032702701864,0.984264649033051,0.9833258125815793,0.0012348478806825229,735,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.1932659149169922,0.001841392737969424,0.007617855072021484,9.733116628717872e-05,gini,4,10,60,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 60}",0.9840795795770683,0.9831022282115812,0.9841802510126075,0.9810173133862011,0.984264649033051,0.9833288042441017,0.0012295330295575045,732,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.1925642967224121,0.00055872815690528,0.007604455947875977,8.936411784477842e-05,gini,4,10,90,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 90}",0.9840795795770683,0.9831061253732548,0.9841802510126075,0.9809774083901538,0.9843996831035634,0.9833486094913295,0.0012658668045436967,721,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19235997200012206,0.0023407201421293215,0.007574653625488282,0.0001104287942693931,gini,4,10,120,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 120}",0.9840742346507958,0.9831061253732548,0.9844155656346514,0.9809774083901538,0.9843996831035634,0.9833946034304839,0.001299268949809692,703,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.19266872406005858,0.002354726524469194,0.007533359527587891,7.657244633898496e-05,gini,4,10,150,"{'criterion': 'gini', 'max_depth': 4, 'min_samples_leaf': 10, 'min_samples_split': 150}",0.9839866675480341,0.9830881547910432,0.9842991356568159,0.9808681424015844,0.9845066934075459,0.9833497587610047,0.0013320903469438642,714,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.23208169937133788,0.002812192215907936,0.007767868041992187,0.00010786088139009546,gini,5,4,30,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 30}",0.9856004535018442,0.9848399319937408,0.9861680519631901,0.9830684326073954,0.9863953219412601,0.9852144384014861,0.0011998723544604823,682,2024-05-16--10-01-38,2024-05-16--10-23-22,2
0.2371246337890625,0.007688923188358946,0.008221817016601563,0.0009786554117833734,gini,5,4,60,"{'criterion': 'gini', 'max_depth': 5, 'min_samples_leaf': 4, 'min_samples_split': 60}",0.9856004535018442,0.9848399319937408,0.986121898174475,0.9830684326073954,0.9863953219412601,0.9852052076437431,0.0011926564228710173,687,2024-05-16--10-01-38,2024-05-16--10-23-22,2
