mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
5.727122688293457,2.714013451680451,0.013477468490600586,0.0013943712555221756,1000000,,"{'C': 1000000, 'penalty': None}",0.9933147152946847,0.9934431557937593,0.9933383869964213,0.9925268682326365,0.992911599161813,0.993106945095863,0.0003418832091322877,1,2024-05-15--16-33-28,2024-05-15--16-40-50,1
7.222666501998901,1.9036665460983473,0.013827753067016602,0.00062493169714469,1000000,l2,"{'C': 1000000, 'penalty': 'l2'}",0.9933146668146279,0.9934670357579796,0.9933383506309937,0.9924193235409803,0.9929235625950158,0.9930925878679193,0.00038256607624422587,9,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.025825023651123047,0.010116588824378334,0.0,0.0,1000000,l1,"{'C': 1000000, 'penalty': 'l1'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.016547584533691408,0.00033563481980034384,0.0,0.0,1000000,elasticnet,"{'C': 1000000, 'penalty': 'elasticnet'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
6.552117538452149,3.1018772655275004,0.014299678802490234,0.00020166285112323165,10000000,,"{'C': 10000000, 'penalty': None}",0.9933147152946847,0.9934431557937593,0.9933383869964213,0.9925268682326365,0.992911599161813,0.993106945095863,0.0003418832091322877,1,2024-05-15--16-33-28,2024-05-15--16-40-50,1
5.7219010353088375,2.1616256154421034,0.01362295150756836,0.0012778887850734835,10000000,l2,"{'C': 10000000, 'penalty': 'l2'}",0.9933154788555808,0.9934536047933319,0.9933346292355543,0.9924411912848653,0.9929111870475993,0.9930912182433863,0.0003730447756321166,10,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.023151969909667967,0.009009167113735363,0.0,0.0,10000000,l1,"{'C': 10000000, 'penalty': 'l1'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.012904930114746093,0.0004080481261431837,0.0,0.0,10000000,elasticnet,"{'C': 10000000, 'penalty': 'elasticnet'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
5.725720739364624,2.65996759833102,0.013156938552856445,0.0008822701654121663,100000000,,"{'C': 100000000, 'penalty': None}",0.9933147152946847,0.9934431557937593,0.9933383869964213,0.9925268682326365,0.992911599161813,0.993106945095863,0.0003418832091322877,1,2024-05-15--16-33-28,2024-05-15--16-40-50,1
5.284665203094482,2.585736542419686,0.013445711135864258,0.0013494742849457114,100000000,l2,"{'C': 100000000, 'penalty': 'l2'}",0.9933150304150544,0.9934441376603085,0.9933189314925767,0.9924046319081707,0.9929115506777879,0.9930788564307796,0.0003819461963843847,12,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.02370343208312988,0.009106956375778966,0.0,0.0,100000000,l1,"{'C': 100000000, 'penalty': 'l1'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.013694953918457032,6.579685868454284e-05,0.0,0.0,100000000,elasticnet,"{'C': 100000000, 'penalty': 'elasticnet'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
