mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
7.84436559677124,4.337470815757562,0.015253162384033203,0.001258604769932549,100,,"{'C': 100, 'penalty': None}",0.9933147152946847,0.9934431557937593,0.9933383869964213,0.9925268682326365,0.992911599161813,0.993106945095863,0.0003418832091322877,1,2024-05-15--16-33-28,2024-05-15--16-40-50,1
5.694072818756103,1.2267868685759433,0.014291477203369141,0.0016942865110337734,100,l2,"{'C': 100, 'penalty': 'l2'}",0.9931218979884099,0.9929495435993356,0.9929289728890404,0.9919542824509561,0.992713941912332,0.9927337277680148,0.00041068229392181966,14,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.017983770370483397,0.009170352129756585,0.0,0.0,100,l1,"{'C': 100, 'penalty': 'l1'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.012891006469726563,0.00047233370370104754,0.0,0.0,100,elasticnet,"{'C': 100, 'penalty': 'elasticnet'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
5.368736219406128,2.5493558540661656,0.013521289825439453,0.0011854850219467094,1000,,"{'C': 1000, 'penalty': None}",0.9933147152946847,0.9934431557937593,0.9933383869964213,0.9925268682326365,0.992911599161813,0.993106945095863,0.0003418832091322877,1,2024-05-15--16-33-28,2024-05-15--16-40-50,1
5.457202672958374,2.3225138986629807,0.013505935668945312,0.0011206625938496642,1000,l2,"{'C': 1000, 'penalty': 'l2'}",0.9933307137134593,0.9933515997685026,0.9932642621328643,0.992516237405925,0.9929160839341383,0.9930757793909779,0.00032099345955894607,13,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.023647499084472657,0.011644100923571342,0.0,0.0,1000,l1,"{'C': 1000, 'penalty': 'l1'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.012893009185791015,0.00043582090395024626,0.0,0.0,1000,elasticnet,"{'C': 1000, 'penalty': 'elasticnet'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
5.388969230651855,2.543873190077283,0.013490390777587891,0.0011526841997658132,10000,,"{'C': 10000, 'penalty': None}",0.9933147152946847,0.9934431557937593,0.9933383869964213,0.9925268682326365,0.992911599161813,0.993106945095863,0.0003418832091322877,1,2024-05-15--16-33-28,2024-05-15--16-40-50,1
5.715287542343139,2.120606376441478,0.013355731964111328,0.001297198903984666,10000,l2,"{'C': 10000, 'penalty': 'l2'}",0.9933147152946847,0.9934339553405394,0.9933266894504961,0.9925325048739371,0.9929170657356473,0.9931049861390608,0.00033597865690495433,8,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.02304105758666992,0.008882666113467693,0.0,0.0,10000,l1,"{'C': 10000, 'penalty': 'l1'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.012898874282836915,0.0004089614507224772,0.0,0.0,10000,elasticnet,"{'C': 10000, 'penalty': 'elasticnet'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
5.409736967086792,2.565233142589543,0.013584470748901368,0.0013264773930067055,100000,,"{'C': 100000, 'penalty': None}",0.9933147152946847,0.9934431557937593,0.9933383869964213,0.9925268682326365,0.992911599161813,0.993106945095863,0.0003418832091322877,1,2024-05-15--16-33-28,2024-05-15--16-40-50,1
6.205212688446045,2.4075617578152646,0.012935352325439454,0.00032004667117648125,100000,l2,"{'C': 100000, 'penalty': 'l2'}",0.9933142547341444,0.9934597747942395,0.9933417204939646,0.992412050455431,0.9929175869389176,0.9930890774833394,0.0003846360317887498,11,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.022981548309326173,0.008787299943531725,0.0,0.0,100000,l1,"{'C': 100000, 'penalty': 'l1'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
0.01286935806274414,0.00039248480685002903,0.0,0.0,100000,elasticnet,"{'C': 100000, 'penalty': 'elasticnet'}",,,,,,,,15,2024-05-15--16-33-28,2024-05-15--16-40-50,1
