"hgnc_id_int"
30005
17968
32038
30205
14638
36
38
39
52
14640
19837
28235
26971
17265
18275
21597
17715
33128
19748
33159
15919
121
25621
125
24174
32017
198
15479
223
224
16487
19039
233
269
23466
28157
20437
352
356
37281
386
390
28114
407
3978
26777
405
28243
17377
433
441
20605
475
476
22231
487
19705
26350
32525
21027
23665
31979
31982
28321
25310
17234
24165
26323
29642
23334
548
556
17581
604
17343
17357
24100
18242
6096
16924
15783
23724
48348
677
34430
25968
13209
30964
18984
717
26286
18860
17186
19765
19767
19768
17183
750
24007
32151
16040
13543
13816
31789
808
29103
28091
32389
1029
1048
1054
1063
1065
1075
1094
16203
16178
1139
1140
1143
26131
24176
31666
27421
1169
13231
18251
28561
26288
26456
34450
27409
20498
23346
29898
33488
25081
28078
29581
29601
29553
34496
29591
28736
25341
32331
27647
26800
26045
25234
28547
28250
31374
28732
34072
37254
18589
25606
33628
33824
24642
26145
26198
27938
42966
25190
28554
26051
27025
34346
33766
13716
30817
27028
30804
21233
21403
21405
21722
1354
25924
31418
31422
31455
23570
28784
1372
23494
23493
1478
13249
1486
33827
16394
29599
1505
25243
15961
1549
18519
28504
25002
28332
28924
27363
26358
25289
26821
33735
29296
27446
29828
25064
30370
28236
26546
26842
37100
28610
33629
33584
27709
26344
25197
28359
10625
10630
24066
33869
1621
21691
21717
21685
30375
6726
1635
1637
30843
1659
1667
1690
20299
1755
1758
15902
34527
7521
1730
14434
1782
19287
14379
31951
1816
3230
28152
20359
21561
25547
23747
1865
16451
25931
1933
17432
20274
30599
29270
15781
15963
19898
33703
1977
31736
1995
2016
2042
28511
16916
10576
31713
31966
30388
14554
25357
26705
26453
10461
24070
19715
2093
18355
28666
2152
19700
2169
23432
2176
13834
32035
18747
1858
29616
2184
2192
2193
22989
22990
22442
27023
26309
19356
26515
26161
44424
24380
21011
2329
26977
2358
2360
2366
2408
2419
2441
2474
2522
2530
2546
15982
24271
26133
26356
28471
32220
2595
2608
2611
2620
17450
20575
18857
39955
20583
24435
17883
26238
14669
32576
32696
2704
17660
18549
2727
26429
2763
32690
29899
2773
2846
17887
16445
16985
18018
2899
2926
2945
1297
28875
2987
23028
20410
20277
37261
3058
15973
30086
23468
3094
3095
23279
18061
23489
21118
26864
26379
24801
24204
26330
13944
3249
3279
26347
3290
17289
20822
20273
25246
31670
30365
3358
26352
3364
19745
26602
3385
18235
15577
16465
3053
18173
30541
16942
3465
29534
14404
3501
35236
26115
27540
3515
30459
25318
26878
24130
25032
28566
33727
34236
17865
21549
33818
34242
33715
20491
26980
1233
28602
25401
27740
28651
21362
23416
23414
27977
23436
31793
34343
44667
31860
16168
25107
30704
26335
28210
32221
32222
25561
25526
27119
23527
26150
17875
18753
27020
29816
1211
13597
3612
13572
25463
26431
28065
3658
23428
25610
17905
25922
18624
3770
3772
24024
25700
26668
32565
3824
3825
42952
25172
3955
28572
4008
19234
28906
18325
4080
4090
27949
24869
24145
4123
4130
21725
4184
20480
29606
15990
4188
1317
16099
24849
28804
26881
33426
16690
17495
25129
28392
31715
4376
4383
22800
4427
13567
32205
37228
49416
26695
31972
31973
32378
37443
26660
38650
38652
44404
44406
44410
15448
4441
4459
4463
18991
18989
17849
19241
20088
18651
4538
13840
9836
13310
18510
4559
29305
27287
16768
17031
13311
19716
4627
4628
4636
4642
20887
4656
30775
4680
4691
33383
16522
4812
4818
4826
16761
26117
17196
30021
27364
4894
4897
19710
25842
4904
18344
18468
4925
4928
4936
4943
4953
11099
24954
5014
28383
14922
3554
5284
5297
24003
26909
26948
14442
23487
27269
19754
5399
13328
21714
24607
38476
26384
26750
5952
17813
13177
5982
5990
5999
6002
6012
6071
6077
8956
6089
25721
20669
17368
6113
14675
6146
6167
28907
29370
26950
14148
6228
6230
18862
13814
6287
24753
28496
6306
18114
20166
29618
29248
29272
21360
29372
21053
19167
19916
6390
18632
6329
6331
6332
6339
20717
19836
28489
25732
31952
34435
6360
6362
6374
6375
6376
24778
26989
20412
6438
18527
30841
6448
6450
6451
6454
6455
28928
24430
20411
6446
6459
28943
25595
20488
16430
18512
6472
6478
12749
17337
32069
17005
6552
19318
15788
24842
33874
6604
15503
17789
21773
23444
23455
28229
18268
6633
25096
6646
17171
