"hgnc_id_int"
17360
30991
25323
37268
29346
28355
26261
28408
29069
28228
25047
34303
26556
28318
25023
26781
32934
6721
32327
13347
38828
24880
26787
30215
24083
29623
31689
6858
6874
26189
19035
6910
20427
32311
13357
13358
6983
17556
25926
3232
16870
33113
28739
21566
18272
7036
7038
25157
26177
28158
7043
7061
7090
24693
29672
25715
27570
19441
21460
7124
7156
14246
14250
7178
18210
9833
21063
24515
25478
24121
27936
26857
24802
16125
14491
13370
7316
13378
7371
14170
17061
21000
7380
17586
30779
7454
7517
30588
7546
7550
7552
17940
7566
7567
7571
7614
26679
33187
736
14526
17174
13395
26088
31993
24297
25232
28791
31991
7719
16932
11399
7748
7759
7760
16156
13802
7783
29163
23619
23641
31652
29889
22939
22941
29890
24987
17871
16454
28461
16390
30060
22652
25242
7890
14874
19404
17425
4525
7988
8017
17819
38831
30826
8030
8040
18827
32036
30052
23438
23445
23447
23448
23450
27619
8072
8100
8105
17190
24473
27270
24558
14449
8156
14772
15194
19628
19656
19658
23080
8534
25687
18367
18341
18368
8579
24554
30132
25895
26876
272
273
271
17270
23301
8664
8666
8697
8699
8701
8702
8704
8705
8706
8707
8708
8709
8713
8714
8746
8765
8779
8781
20208
8878
30013
30015
27080
25793
8930
30499
18215
8973
27101
20396
30046
29650
9026
9032
9033
17934
30038
27396
23148
23792
29399
25562
25284
30053
27001
9092
16494
19952
26518
9156
23492
24768
23158
26275
9186
23208
9203
33894
33896
37093
37094
28406
9244
9256
9273
20785
16813
20097
33732
9307
23788
9327
22950
9400
17325
34512
31397
9514
17199
24776
4502
20149
9609
20920
9672
9674
9677
25276
26359
9716
25846
23517
9750
25952
15565
28270
21068
16896
9799
34417
21700
26353
17679
23181
35202
9882
20796
30325
13761
3042
29674
19950
15922
26213
25991
12820
29587
9979
37253
30282
31911
32416
9849
9993
24499
1308
24285
26181
10047
10060
27735
32947
20308
41912
17118
18064
10261
10296
26809
10450
23818
25634
30908
34385
14241
24804
19718
10493
27312
27992
13851
10573
30676
18384
21695
10594
30382
10608
30425
15756
29834
20627
29032
17018
30395
10721
30400
17499
29446
32237
15996
15995
14220
8944
10569
26116
28508
10762
10803
16086
16087
16073
13900
26314
30416
34549
26009
19336
15622
32926
10874
10876
17329
21391
30603
10916
33455
16270
10932
18057
8495
27091
28533
14470
14471
10997
11000
11002
13445
20863
33941
19660
17127
27501
11039
22146
11046
26441
11058
11062
11077
13819
26313
20922
28748
16225
27114
11121
11134
28605
26423
11178
25105
13452
14105
25184
30614
32006
26463
17333
18309
30510
18650
16408
30720
28433
24085
33910
29580
10867
17846
18441
11353
30430
21923
11388
11406
19420
28070
19300
11450
1240
11453
11454
33543
11457
20415
22429
25413
30667
30670
37236
25824
25841
19264
15585
15587
16641
11568
37250
14448
15661
27010
26858
19031
24889
17791
11658
11695
26882
40026
28622
25366
29589
11754
11774
19217
11788
26755
25602
14890
29560
18335
18332
23581
14599
33522
15634
25167
16527
22995
27393
28889
28771
26142
28280
21870
25603
25633
21384
28143
33744
25593
21898
23473
28297
27916
24143
26572
25913
25398
30846
30079
11906
22942
11997
15856
27007
14118
12035
13206
29011
12270
13430
16379
16289
10059
18736
19018
19017
19024
14215
30834
24974
18586
13594
31886
26067
25730
32348
12393
29959
26082
26693
32484
28976
26664
20765
12424
28531
23020
15947
12471
40028
12467
30600
18414
30866
12538
12544
12545
21216
14893
15784
12560
12570
12577
12576
23061
17785
24058
20070
20064
20079
12629
20321
12635
20352
30906
12697
26078
27111
26538
13939
21897
28389
23018
28786
26570
25725
25773
29934
1625
20937
18868
26825
29504
26245
30803
29045
37057
29362
30941
23486
32962
25858
23504
24708
42975
13854
12939
12969
12970
13006
13007
13020
13043
13498
13070
13848
13847
15806
13097
16017
18824
20690
20873
13110
21629
22220
23707
29161
26135
25669
26305
29254
18190
30899
26720
31930
20429
32034
25292
29448
22785
32469
13145
28200
21806
33114
28071
23272
16167
20345
27260
13168
25249
13172
20813
32058
25820
