date_time,ID,estimator,clf,param_grid,cv,scoring,feature_groups_selected,drop_features,omit_scaling_features,model,scaling,pca_components,additional_info
2024-05-15--16-33-08,0,,,,,,,,,,,False,
2024-05-15--16-33-11,1,,LogisticRegression,"penalty=[None, 'l2', 'l1', 'elasticnet']|C=[100, 100000000, 7]",5.0,roc_auc,Consequence|NMD|gnomAD_AF|SpliceAI|CADD|IMPACT|phastCons,,,logReg,standard,False,IMPACT_prop
2024-05-16--10-01-36,2,,DecisionTreeClassifier,"criterion=['gini', 'entropy', 'log_loss']|max_depth=[3, 10, 8]|min_samples_split=[30, 150, 5]|min_samples_leaf=[4, 10, 7]",5.0,roc_auc,Consequence|NMD|gnomAD_AF|SpliceAI|CADD|IMPACT|phastCons,,,DecisionTree,standard,False,IMPACT_prop
