mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.09334583282470703,0.0016514504897369635,0.026241827011108398,0.0006214120074784914,100.0,1e-07,rbf,"{'C': 100.0, 'gamma': 1e-07, 'kernel': 'rbf'}",0.8655412115193644,0.86233862959285,0.8302231437598736,0.7990521327014218,0.8607632826141182,0.8435836800375256,0.025653782193128853,173,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.09272737503051758,0.002650717486286655,0.02660670280456543,0.0005322157356367832,100.0,1.6378937069540646e-07,rbf,"{'C': 100.0, 'gamma': 1.6378937069540646e-07, 'kernel': 'rbf'}",0.8757696127110228,0.8667576961271102,0.8396030805687204,0.8036418059366426,0.8595659765527564,0.8490676343792505,0.02564851960014537,163,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.09411134719848632,0.004374455788405795,0.02682070732116699,0.000716740615036473,100.0,2.6826957952797275e-07,rbf,"{'C': 100.0, 'gamma': 2.6826957952797275e-07, 'kernel': 'rbf'}",0.8798411122144985,0.8730635551142005,0.8483412322274883,0.809079570965328,0.8537291095036168,0.8528109160050263,0.024795372912550444,153,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.09430174827575684,0.004947209804888931,0.027168416976928712,0.0007872429504868454,100.0,4.393970560760786e-07,rbf,"{'C': 100.0, 'gamma': 4.393970560760786e-07, 'kernel': 'rbf'}",0.8826216484607746,0.8792701092353525,0.8494273301737758,0.814617111499127,0.852531803442255,0.855693600562257,0.024566288218615603,128,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.09655709266662597,0.00570343228107917,0.02678680419921875,0.0009755681794798999,100.0,7.196856730011514e-07,rbf,"{'C': 100.0, 'gamma': 7.196856730011514e-07, 'kernel': 'rbf'}",0.8896722939424032,0.8840119165839126,0.8505627962085308,0.827438263906211,0.8290845597405837,0.8561539660763282,0.026412683318450658,124,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.09238333702087402,0.0031127585695214922,0.02685556411743164,0.00040366501979975807,100.0,1.1787686347935866e-06,rbf,"{'C': 100.0, 'gamma': 1.1787686347935866e-06, 'kernel': 'rbf'}",0.8953326713008938,0.8828202581926514,0.8568325434439178,0.836318283861312,0.7868296333250187,0.8516266780247588,0.03832325210727886,158,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.09225554466247558,0.0035422568468926434,0.02690091133117676,0.0006768415756668292,100.0,1.9306977288832498e-06,rbf,"{'C': 100.0, 'gamma': 1.9306977288832498e-06, 'kernel': 'rbf'}",0.8950347567030785,0.8768867924528302,0.861028830963665,0.8439511100024945,0.8134696931903218,0.858074236662478,0.027991962880565425,106,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.09487800598144532,0.002887565367081578,0.02743844985961914,0.0007132746025928424,100.0,3.162277660168379e-06,rbf,"{'C': 100.0, 'gamma': 3.162277660168379e-06, 'kernel': 'rbf'}",0.8950844091360476,0.8814299900695135,0.8652251184834122,0.8519830381641306,0.8273384884010976,0.8642122088508403,0.023493806000553678,79,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.09200081825256348,0.0016984158010133928,0.02751150131225586,0.000855768338578945,100.0,5.179474679231212e-06,rbf,"{'C': 100.0, 'gamma': 5.179474679231212e-06, 'kernel': 'rbf'}",0.8947864945382324,0.880188679245283,0.8669530015797788,0.8518333749064605,0.8391119980044899,0.866574709654849,0.019763074459460243,67,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.09249787330627442,0.0018390276138322795,0.02729964256286621,0.0005403663972960672,100.0,8.483428982440726e-06,rbf,"{'C': 100.0, 'gamma': 8.483428982440726e-06, 'kernel': 'rbf'}",0.9003475670307844,0.8731628599801389,0.8732227488151658,0.8585682215016213,0.8485906709902719,0.8707784136635965,0.01747787119183561,50,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.10681757926940919,0.004252184749672385,0.026729488372802736,0.00047064539141623016,100.0,1.3894954943731361e-05,rbf,"{'C': 100.0, 'gamma': 1.3894954943731361e-05, 'kernel': 'rbf'}",0.9035004965243296,0.870382323733863,0.8666321090047395,0.8630581192317286,0.8479920179595909,0.8703130132908503,0.018252798273473984,55,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.09589109420776368,0.0027127642544260886,0.026661443710327148,0.00043565444553576746,100.0,2.275845926074791e-05,rbf,"{'C': 100.0, 'gamma': 2.275845926074791e-05, 'kernel': 'rbf'}",0.9004965243296921,0.8686444885799405,0.8664593206951028,0.8667997006734847,0.8561736093788975,0.8717147287314235,0.015040753555698587,46,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.09695668220520019,0.003490395810696005,0.026767921447753907,0.00041400740335875415,100.0,3.727593720314938e-05,rbf,"{'C': 100.0, 'gamma': 3.727593720314938e-05, 'kernel': 'rbf'}",0.8896226415094339,0.8626365441906654,0.8628801342812006,0.8628086804689449,0.8600648540783238,0.8676025709057138,0.011060243206092722,64,2023-10-27--14-33-38,2023-10-27--14-36-22,1
0.0994950294494629,0.00409678874765154,0.026636648178100585,0.000608853580617301,100.0,6.105402296585326e-05,rbf,"{'C': 100.0, 'gamma': 6.105402296585326e-05, 'kernel': 'rbf'}",0.8773833167825223,0.8511171797418073,0.8568819115323854,0.8566225991519083,0.8552257420803193,0.8594461498577886,0.009202970162560982,100,2023-10-27--14-33-38,2023-10-27--14-36-22,1
