mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.016562509536743163,0.00013514623351510208,0.001262331008911133,0.00012676674373014304,3,3,40,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 40}",0.8686196623634559,0.8708043694141016,0.8948212875197471,0.8673235220753304,0.8742080319281618,0.8751553746601595,0.01010574374937108,394,2023-12-06--14-01-14,2023-12-06--14-02-15,47
0.016567134857177736,0.00023627656977924494,0.0012311935424804688,9.156105381200445e-05,3,3,50,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 50}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.8673235220753304,0.8742080319281618,0.8765803994863758,0.009445606619527211,372,2023-12-06--14-01-14,2023-12-06--14-02-15,47
0.01642022132873535,7.942518393675732e-05,0.0011384963989257812,2.9723597498439522e-05,3,3,60,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 60}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.865153404839112,0.8742080319281618,0.876146376039132,0.00989991886386922,376,2023-12-06--14-01-14,2023-12-06--14-02-15,47
0.016382980346679687,9.81694572084842e-05,0.0011326789855957032,3.085228536842968e-05,3,3,70,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 70}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.865153404839112,0.8742080319281618,0.876146376039132,0.00989991886386922,376,2023-12-06--14-01-14,2023-12-06--14-02-15,47
0.016533708572387694,0.00021693342684587564,0.0011435508728027343,8.376062397974582e-06,3,3,80,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 80}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.865153404839112,0.8742080319281618,0.876146376039132,0.00989991886386922,376,2023-12-06--14-01-14,2023-12-06--14-02-15,47
0.016441917419433592,0.00012044217580022983,0.0011373996734619141,1.0565575218397209e-05,3,3,90,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 90}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.865153404839112,0.8742080319281618,0.876146376039132,0.00989991886386922,376,2023-12-06--14-01-14,2023-12-06--14-02-15,47
0.016506052017211913,0.00017403991899092794,0.0012108802795410157,7.695188544789067e-05,3,3,100,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 100}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.865153404839112,0.8742080319281618,0.876146376039132,0.00989991886386922,376,2023-12-06--14-01-14,2023-12-06--14-02-15,47
0.016484785079956054,0.00024013385779908804,0.0011962890625,0.00011280667172858934,3,3,110,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 110}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.865153404839112,0.8742080319281618,0.876146376039132,0.00989991886386922,376,2023-12-06--14-01-14,2023-12-06--14-02-15,47
0.016709518432617188,0.00013222844858616937,0.0011479854583740234,1.4080832538827324e-05,3,4,40,"{'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 40}",0.8686196623634559,0.8708043694141016,0.8948212875197471,0.8673235220753304,0.8742080319281618,0.8751553746601595,0.01010574374937108,394,2023-12-06--14-01-14,2023-12-06--14-02-15,47
0.016630125045776368,0.0003083623503360835,0.0011873722076416015,9.344918323717566e-05,3,4,50,"{'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 50}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.8673235220753304,0.8742080319281618,0.8765803994863758,0.009445606619527211,372,2023-12-06--14-01-14,2023-12-06--14-02-15,47
