mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.04199647903442383,0.07707091074928221,0.0017274379730224609,0.00021150545257280967,1000.0,1e-06,"{'alpha': 1000.0, 'tol': 1e-06}",0.8466732869910625,0.8462760675273089,0.8703593996840442,0.8599151908206535,0.8663008231479171,0.8579049536341972,0.00990985602837153,1,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.003176450729370117,6.143487487400655e-05,0.0015517234802246093,3.2178065287613494e-05,1000.0,1e-05,"{'alpha': 1000.0, 'tol': 1e-05}",0.8466732869910625,0.8462760675273089,0.8703593996840442,0.8599151908206535,0.8663008231479171,0.8579049536341972,0.00990985602837153,1,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.003063488006591797,3.2902938711228795e-05,0.001535320281982422,1.2811399664183906e-05,1668.100537200059,1e-06,"{'alpha': 1668.100537200059, 'tol': 1e-06}",0.8435451837140021,0.8376861966236345,0.8688783570300157,0.8534297829882763,0.8634572212521825,0.8533993483216221,0.01170272738423654,3,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.0030845165252685546,1.0058438776729744e-05,0.0015376091003417968,4.086358124852858e-06,1668.100537200059,1e-05,"{'alpha': 1668.100537200059, 'tol': 1e-05}",0.8435451837140021,0.8376861966236345,0.8688783570300157,0.8534297829882763,0.8634572212521825,0.8533993483216221,0.01170272738423654,3,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.0031297683715820314,4.7535044644969306e-05,0.0015290260314941406,2.1003256001735356e-05,2782.5594022071255,1e-06,"{'alpha': 2782.5594022071255, 'tol': 1e-06}",0.8392750744786494,0.828798411122145,0.8661137440758293,0.8451484160638564,0.8574208031928162,0.8473512897866593,0.013173549288404448,5,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.0031169891357421876,5.0341900902630455e-06,0.0015265464782714844,6.847886303335664e-06,2782.5594022071255,1e-05,"{'alpha': 2782.5594022071255, 'tol': 1e-05}",0.8392750744786494,0.828798411122145,0.8661137440758293,0.8451484160638564,0.8574208031928162,0.8473512897866593,0.013173549288404448,5,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.003125429153442383,3.178362003653353e-05,0.001535511016845703,8.450383216736475e-06,4641.588833612777,1e-06,"{'alpha': 4641.588833612777, 'tol': 1e-06}",0.829940417080437,0.8207050645481628,0.8624605055292259,0.8323272636567722,0.8478922424544774,0.838665098653815,0.014766263015179075,7,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.0030203819274902343,2.2106738408247048e-05,0.0015292644500732421,1.8969131143411195e-05,4641.588833612777,1e-05,"{'alpha': 4641.588833612777, 'tol': 1e-05}",0.829940417080437,0.8207050645481628,0.8624605055292259,0.8323272636567722,0.8478922424544774,0.838665098653815,0.014766263015179075,7,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.003013277053833008,2.103527548745336e-05,0.001524972915649414,6.090463152487574e-06,7742.636826811269,1e-06,"{'alpha': 7742.636826811269, 'tol': 1e-06}",0.8224428997020854,0.8121648460774578,0.8539198262243285,0.8142678972312297,0.8350212022948366,0.8275633343059876,0.015429746585388397,9,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.003015756607055664,1.2609615824340255e-05,0.0015179634094238282,9.793636262848085e-06,7742.636826811269,1e-05,"{'alpha': 7742.636826811269, 'tol': 1e-05}",0.8224428997020854,0.8121648460774578,0.8539198262243285,0.8142678972312297,0.8350212022948366,0.8275633343059876,0.015429746585388397,9,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.003011465072631836,5.350359402722673e-06,0.0015295982360839845,9.782253577118037e-06,12915.496650148827,1e-06,"{'alpha': 12915.496650148827, 'tol': 1e-06}",0.8210526315789475,0.7998510427010924,0.8421702211690365,0.7918682963332502,0.8204539785482664,0.8150792340661186,0.01771517079225637,11,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.003041696548461914,3.279426538933234e-05,0.0015273094177246094,1.1702442681742076e-05,12915.496650148827,1e-05,"{'alpha': 12915.496650148827, 'tol': 1e-05}",0.8210526315789475,0.7998510427010924,0.8421702211690365,0.7918682963332502,0.8204539785482664,0.8150792340661186,0.01771517079225637,11,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.0030621051788330077,3.676770090403074e-05,0.001536083221435547,4.3504694854572464e-06,21544.346900318822,1e-06,"{'alpha': 21544.346900318822, 'tol': 1e-06}",0.8219463753723932,0.7853525322740815,0.8310130331753555,0.7705662259915191,0.8061361935644799,0.8030028720755658,0.022436192412419412,13,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.0031538963317871093,1.958901368365761e-05,0.0015599727630615234,4.1070878807382556e-05,21544.346900318822,1e-05,"{'alpha': 21544.346900318822, 'tol': 1e-05}",0.8219463753723932,0.7853525322740815,0.8310130331753555,0.7705662259915191,0.8061361935644799,0.8030028720755658,0.022436192412419412,13,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.0030652523040771485,2.2892454861418595e-05,0.0015363693237304688,1.3496260644992495e-05,35938.13663804626,1e-06,"{'alpha': 35938.13663804626, 'tol': 1e-06}",0.8213008937437933,0.7712015888778551,0.8189672195892573,0.7530057370915441,0.7955599900224495,0.7920070858649799,0.026651728009464467,15,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.0030526638031005858,3.707493998786766e-05,0.0015307426452636718,9.193934825893426e-06,35938.13663804626,1e-05,"{'alpha': 35938.13663804626, 'tol': 1e-05}",0.8213008937437933,0.7712015888778551,0.8189672195892573,0.7530057370915441,0.7955599900224495,0.7920070858649799,0.026651728009464467,15,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.0030467033386230467,2.0731945244895843e-05,0.0015323638916015625,1.341464206353608e-05,59948.42503189408,1e-06,"{'alpha': 59948.42503189408, 'tol': 1e-06}",0.8152432969215492,0.7571002979145978,0.8101303317535544,0.7380394113245199,0.7874781741082564,0.7815983024044956,0.02992712636450432,17,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.0030524730682373047,2.8601486141626632e-05,0.001523303985595703,9.018905623913682e-06,59948.42503189408,1e-05,"{'alpha': 59948.42503189408, 'tol': 1e-05}",0.8152432969215492,0.7571002979145978,0.8101303317535544,0.7380394113245199,0.7874781741082564,0.7815983024044956,0.02992712636450432,17,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.0030306339263916015,8.816459872705332e-06,0.001538228988647461,8.32405273016519e-06,100000.0,1e-06,"{'alpha': 100000.0, 'tol': 1e-06}",0.8076961271102283,0.7465739821251242,0.8030706951026857,0.7265153404839111,0.785981541531554,0.7739675372707006,0.03203456167998016,19,2023-12-07--16-34-07,2023-12-07--16-34-08,59
0.0030498504638671875,4.621041668598822e-05,0.001533842086791992,1.2667724546295419e-05,100000.0,1e-05,"{'alpha': 100000.0, 'tol': 1e-05}",0.8076961271102283,0.7465739821251242,0.8030706951026857,0.7265153404839111,0.785981541531554,0.7739675372707006,0.03203456167998016,19,2023-12-07--16-34-07,2023-12-07--16-34-08,59
