mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.2663564682006836,0.06759940483588237,0.0023285865783691405,0.0003415084424401415,0.01,"(80,)","{'alpha': 0.01, 'hidden_layer_sizes': (80,)}",0.8804865938430984,0.9031777557100298,0.8814672195892576,0.8617610376652531,0.8215515091045148,0.8696888231824307,0.02741124537425143,13,2023-10-31--12-02-52,2023-10-31--12-03-34,9
0.3353416442871094,0.11523362647579824,0.0021051883697509764,6.85952088118172e-05,0.01,"(70,)","{'alpha': 0.01, 'hidden_layer_sizes': (70,)}",0.8933962264150943,0.8752979145978153,0.8994865718799367,0.8895984035919182,0.809678223996009,0.8734914680961549,0.032883952217085545,10,2023-10-31--12-02-52,2023-10-31--12-03-34,9
0.2420342445373535,0.03778732787306449,0.0021886825561523438,0.00038122082577167916,0.01,"(60,)","{'alpha': 0.01, 'hidden_layer_sizes': (60,)}",0.8924528301886793,0.9124875868917578,0.8849229857819905,0.8617859815415315,0.8374906460463956,0.877828006090071,0.02588420338740092,5,2023-10-31--12-02-52,2023-10-31--12-03-34,9
0.3114198684692383,0.037754180050248505,0.002185487747192383,0.00036084440780162925,0.01,"(50,)","{'alpha': 0.01, 'hidden_layer_sizes': (50,)}",0.899106256206554,0.8850049652432971,0.907138625592417,0.8906460463956098,0.8467448241456723,0.8857281435167101,0.02088918661213062,3,2023-10-31--12-02-52,2023-10-31--12-03-34,9
0.3220736026763916,0.1364077413499056,0.0021575450897216796,0.00037043224685464227,0.01,"(40,)","{'alpha': 0.01, 'hidden_layer_sizes': (40,)}",0.8696623634558093,0.8842105263157893,0.8848242496050553,0.8626590172112746,0.7918932402095286,0.8586498793594913,0.034444857942691455,23,2023-10-31--12-02-52,2023-10-31--12-03-34,9
0.24055881500244142,0.026332108862250323,0.0019513607025146485,2.075671656718284e-05,0.01,"(30,)","{'alpha': 0.01, 'hidden_layer_sizes': (30,)}",0.9004468718967229,0.8961022840119166,0.9020537124802528,0.8360189573459716,0.7720628585682214,0.8613369368606172,0.051003790721081396,20,2023-10-31--12-02-52,2023-10-31--12-03-34,9
0.3699195861816406,0.10513887742902185,0.002225494384765625,0.00038633314776307466,0.1,"(80,)","{'alpha': 0.1, 'hidden_layer_sizes': (80,)}",0.8794935451837139,0.8887537239324728,0.8956852290679305,0.892591668745323,0.8046894487403342,0.8722427231339548,0.034211878408016816,12,2023-10-31--12-02-52,2023-10-31--12-03-34,9
0.3385759353637695,0.12147983662142314,0.002031421661376953,3.1614195706973115e-05,0.1,"(70,)","{'alpha': 0.1, 'hidden_layer_sizes': (70,)}",0.8855511420059582,0.8585650446871897,0.8976105845181674,0.8904963831379397,0.8109254178099276,0.8686297144318365,0.031734713384896265,15,2023-10-31--12-02-52,2023-10-31--12-03-34,9
0.3196859836578369,0.09046739787931694,0.001974678039550781,2.433252876104657e-05,0.1,"(60,)","{'alpha': 0.1, 'hidden_layer_sizes': (60,)}",0.8952830188679246,0.9057845084409135,0.8757898894154819,0.8565976552756298,0.8380643552007982,0.8743038854401497,0.024739345223021274,9,2023-10-31--12-02-52,2023-10-31--12-03-34,9
0.3610426425933838,0.11245318204454502,0.0022134304046630858,0.00035371712900294307,0.1,"(50,)","{'alpha': 0.1, 'hidden_layer_sizes': (50,)}",0.8804369414101291,0.8838133068520357,0.9040284360189573,0.8919431279620853,0.7868795210775754,0.8694202666641566,0.042063062364581766,14,2023-10-31--12-02-52,2023-10-31--12-03-34,9
