mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_reg_param,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.07008824348449708,0.1300773372916062,0.0023856163024902344,0.00020902057703818075,1e-05,0.01,"{'reg_param': 1e-05, 'tol': 0.01}",0.8365441906653426,0.8421052631578947,0.7926046603475514,0.7824893988525816,0.8222000498877526,0.8151887125822246,0.02370232277052649,22,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.004931163787841797,7.575521401878263e-05,0.002456521987915039,0.0005574685168414504,1e-05,0,"{'reg_param': 1e-05, 'tol': 0}",0.8365441906653426,0.8421052631578947,0.7926046603475514,0.7824893988525816,0.8222000498877526,0.8151887125822246,0.02370232277052649,22,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.007118749618530274,0.0043455236292721635,0.0021829128265380858,8.368001689831365e-05,1e-05,100.0,"{'reg_param': 1e-05, 'tol': 100.0}",0.8365441906653426,0.8421052631578947,0.7926046603475514,0.7824893988525816,0.8222000498877526,0.8151887125822246,0.02370232277052649,22,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.004892158508300781,0.00010673735376525051,0.0021667003631591795,2.6569886760450537e-05,1.6681005372000593e-05,0.01,"{'reg_param': 1.6681005372000593e-05, 'tol': 0.01}",0.8365938430983119,0.8421052631578947,0.7926046603475514,0.7824893988525816,0.8222000498877526,0.8151986430688185,0.023711276636952598,10,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.005026483535766601,0.00012552439087422517,0.002200031280517578,4.640745221926896e-05,1.6681005372000593e-05,0,"{'reg_param': 1.6681005372000593e-05, 'tol': 0}",0.8365938430983119,0.8421052631578947,0.7926046603475514,0.7824893988525816,0.8222000498877526,0.8151986430688185,0.023711276636952598,10,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.005088424682617188,9.936908835562925e-05,0.0022261619567871095,0.00011448793637464888,1.6681005372000593e-05,100.0,"{'reg_param': 1.6681005372000593e-05, 'tol': 100.0}",0.8365938430983119,0.8421052631578947,0.7926046603475514,0.7824893988525816,0.8222000498877526,0.8151986430688185,0.023711276636952598,10,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.004989719390869141,0.00014400376388969645,0.0021786212921142576,4.0000754822985356e-05,2.782559402207126e-05,0.01,"{'reg_param': 2.782559402207126e-05, 'tol': 0.01}",0.8365938430983119,0.8421052631578947,0.7926046603475514,0.7824893988525816,0.8222000498877526,0.8151986430688185,0.023711276636952598,10,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.004900550842285157,0.00013935671798591216,0.002136373519897461,3.493287021068851e-05,2.782559402207126e-05,0,"{'reg_param': 2.782559402207126e-05, 'tol': 0}",0.8365938430983119,0.8421052631578947,0.7926046603475514,0.7824893988525816,0.8222000498877526,0.8151986430688185,0.023711276636952598,10,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.00497279167175293,7.751861767668745e-05,0.002147674560546875,5.5732248906063e-05,2.782559402207126e-05,100.0,"{'reg_param': 2.782559402207126e-05, 'tol': 100.0}",0.8365938430983119,0.8421052631578947,0.7926046603475514,0.7824893988525816,0.8222000498877526,0.8151986430688185,0.023711276636952598,10,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.004865503311157227,0.00015412492286812,0.0021252155303955076,3.737119775471455e-05,4.641588833612782e-05,0.01,"{'reg_param': 4.641588833612782e-05, 'tol': 0.01}",0.8365938430983119,0.8421052631578947,0.7927033965244865,0.7824893988525816,0.8222000498877526,0.8152183903042054,0.023692485352471183,7,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.004966354370117188,9.59972328149865e-05,0.002167224884033203,4.218432568489049e-05,4.641588833612782e-05,0,"{'reg_param': 4.641588833612782e-05, 'tol': 0}",0.8365938430983119,0.8421052631578947,0.7927033965244865,0.7824893988525816,0.8222000498877526,0.8152183903042054,0.023692485352471183,7,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.005391502380371093,0.00031025568637691424,0.002315187454223633,7.858192457288127e-05,4.641588833612782e-05,100.0,"{'reg_param': 4.641588833612782e-05, 'tol': 100.0}",0.8365938430983119,0.8421052631578947,0.7927033965244865,0.7824893988525816,0.8222000498877526,0.8152183903042054,0.023692485352471183,7,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.005066013336181641,0.00018466380716732886,0.002235269546508789,5.9130230207958725e-05,7.742636826811278e-05,0.01,"{'reg_param': 7.742636826811278e-05, 'tol': 0.01}",0.8365938430983119,0.8421052631578947,0.7927527646129542,0.7824893988525816,0.8222000498877526,0.8152282639218991,0.023683108817223734,4,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.004945278167724609,0.00018078399063463276,0.0021847248077392577,9.392912585458537e-05,7.742636826811278e-05,0,"{'reg_param': 7.742636826811278e-05, 'tol': 0}",0.8365938430983119,0.8421052631578947,0.7927527646129542,0.7824893988525816,0.8222000498877526,0.8152282639218991,0.023683108817223734,4,2023-12-07--16-52-20,2023-12-07--16-52-22,65
0.005069828033447266,0.0001528071229290637,0.002210378646850586,5.4135824690222005e-05,7.742636826811278e-05,100.0,"{'reg_param': 7.742636826811278e-05, 'tol': 100.0}",0.8365938430983119,0.8421052631578947,0.7927527646129542,0.7824893988525816,0.8222000498877526,0.8152282639218991,0.023683108817223734,4,2023-12-07--16-52-20,2023-12-07--16-52-22,65
