mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.0353909969329834,0.00973180021022965,0.008283567428588868,0.0001708095262841879,0.01,3,1e-05,poly,"{'C': 0.01, 'degree': 3, 'gamma': 1e-05, 'kernel': 'poly'}",0.7905163853028798,0.7963753723932473,0.8312598736176935,0.7316288351209778,0.7806435520079821,0.7860848036885562,0.03212905661689202,43,2023-12-06--15-15-12,2023-12-06--15-15-42,54
0.030666160583496093,0.00011133830088430544,0.008207082748413086,6.28859453684327e-05,0.01,3,4.216965034285822e-05,poly,"{'C': 0.01, 'degree': 3, 'gamma': 4.216965034285822e-05, 'kernel': 'poly'}",0.7906156901688183,0.7963753723932472,0.8307661927330173,0.7316038912446994,0.7806934397605387,0.7860109172600641,0.03200018935320047,44,2023-12-06--15-15-12,2023-12-06--15-15-42,54
0.030736351013183595,8.257087697724365e-05,0.008147001266479492,3.307717322966532e-05,0.01,3,0.00017782794100389227,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.00017782794100389227, 'kernel': 'poly'}",0.7906156901688183,0.7963753723932473,0.8316548183254344,0.7316038912446994,0.7806934397605387,0.7861886423785476,0.0322497556081286,40,2023-12-06--15-15-12,2023-12-06--15-15-42,54
0.030666399002075195,0.00018536601567265622,0.00817246437072754,4.569369042263477e-05,0.01,3,0.0007498942093324559,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.0007498942093324559, 'kernel': 'poly'}",0.7901191658391261,0.7208043694141013,0.781496840442338,0.7455724619605887,0.8283861312047892,0.7732757937721887,0.03717299840072965,47,2023-12-06--15-15-12,2023-12-06--15-15-42,54
0.032845497131347656,0.0016817531261439566,0.008429384231567383,0.00032379583602824206,0.01,3,0.0031622776601683794,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.0031622776601683794, 'kernel': 'poly'}",0.8315292949354519,0.7911122144985104,0.8530312006319115,0.7651284609628337,0.8798702918433525,0.8241342925744121,0.041396533126182376,30,2023-12-06--15-15-12,2023-12-06--15-15-42,54
0.03404707908630371,0.0004763425741622462,0.008176279067993165,4.153560951006427e-05,0.01,3,0.01333521432163324,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.01333521432163324, 'kernel': 'poly'}",0.8224925521350545,0.8170804369414101,0.8603376777251185,0.7564978797705164,0.8666500374158145,0.8246117167975828,0.0393554837710978,23,2023-12-06--15-15-12,2023-12-06--15-15-42,54
0.03311886787414551,0.0009643457310749297,0.007544279098510742,6.39735294566468e-05,0.01,3,0.05623413251903491,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.05623413251903491, 'kernel': 'poly'}",0.8367924528301887,0.8682720953326712,0.878850710900474,0.8183088051883263,0.8933399850336742,0.8591128098570667,0.027597615489049147,3,2023-12-06--15-15-12,2023-12-06--15-15-42,54
0.03806300163269043,0.0025647310060718537,0.006421232223510742,0.0001695633605038625,0.01,3,0.23713737056616552,poly,"{'C': 0.01, 'degree': 3, 'gamma': 0.23713737056616552, 'kernel': 'poly'}",0.8151439920556106,0.8648957298907646,0.860140205371248,0.8020952856073833,0.8649039660763282,0.8414358358002669,0.027165835703734997,11,2023-12-06--15-15-12,2023-12-06--15-15-42,54
0.09768514633178711,0.01008981241647119,0.005656385421752929,0.00013978581938103933,0.01,3,1.0,poly,"{'C': 0.01, 'degree': 3, 'gamma': 1.0, 'kernel': 'poly'}",0.7599801390268124,0.7503475670307844,0.7715738546603476,0.7321027687702668,0.7580942878523322,0.7544197234681087,0.013063795670442715,52,2023-12-06--15-15-12,2023-12-06--15-15-42,54
0.032548141479492185,0.0037337376877593894,0.008656072616577148,0.0010509619954350924,0.1778279410038923,3,1e-05,poly,"{'C': 0.1778279410038923, 'degree': 3, 'gamma': 1e-05, 'kernel': 'poly'}",0.7906156901688183,0.796276067527309,0.8306674565560821,0.7316038912446994,0.7806934397605387,0.7859713090514895,0.031966156941961955,46,2023-12-06--15-15-12,2023-12-06--15-15-42,54
0.03074336051940918,0.0001284500534576503,0.00811300277709961,6.348251838665082e-05,0.1778279410038923,3,4.216965034285822e-05,poly,"{'C': 0.1778279410038923, 'degree': 3, 'gamma': 4.216965034285822e-05, 'kernel': 'poly'}",0.7906156901688183,0.7963753723932473,0.8316548183254344,0.7316038912446994,0.7806934397605387,0.7861886423785476,0.0322497556081286,40,2023-12-06--15-15-12,2023-12-06--15-15-42,54
