mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.046023225784301756,0.0006939643418097711,0.003463125228881836,0.00025117084884148896,0.01,5,"{'learning_rate': 0.01, 'n_estimators': 5}",0.7208788480635551,0.7290466732869911,0.7201323064770933,0.6920927912197555,0.6413070591169868,0.7006915356328763,0.032217819423801475,90,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.09059305191040039,0.00013866859085536856,0.004670858383178711,0.00017253375905379564,0.01,10,"{'learning_rate': 0.01, 'n_estimators': 10}",0.7898212512413109,0.8002234359483614,0.7201323064770933,0.7755300573709154,0.6413070591169868,0.7454028220309336,0.058924483342707605,85,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.1330268383026123,0.0004688398636265632,0.005589723587036133,4.684982711981072e-05,0.01,15,"{'learning_rate': 0.01, 'n_estimators': 15}",0.7898212512413109,0.8002234359483614,0.7201323064770933,0.7755300573709154,0.6413070591169868,0.7454028220309336,0.058924483342707605,85,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.17828102111816407,0.0013183861330057598,0.0067520618438720705,6.678298043763514e-05,0.01,20,"{'learning_rate': 0.01, 'n_estimators': 20}",0.7898212512413109,0.8002234359483614,0.8059587282780412,0.7755300573709154,0.6413070591169868,0.7625681063911232,0.06150716637148209,83,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.22251358032226562,0.0015197337027083135,0.008116388320922851,0.0002785483186311521,0.01,25,"{'learning_rate': 0.01, 'n_estimators': 25}",0.7907149950347567,0.8002234359483614,0.839529028436019,0.7755300573709154,0.8051883262659018,0.8022371686111909,0.02121074036737453,76,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.2692594528198242,0.0019955859815364266,0.009271621704101562,4.967283879352298e-05,0.01,30,"{'learning_rate': 0.01, 'n_estimators': 30}",0.7907149950347567,0.8002234359483614,0.839529028436019,0.7755300573709154,0.8051883262659018,0.8022371686111909,0.02121074036737453,76,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.3106534957885742,0.0018074199424470984,0.010511112213134766,0.0001978877308854578,0.01,35,"{'learning_rate': 0.01, 'n_estimators': 35}",0.7907149950347567,0.8002234359483614,0.839529028436019,0.7755300573709154,0.8051883262659018,0.8022371686111909,0.02121074036737453,76,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.3561674118041992,0.0033045654251815377,0.011485767364501954,0.00016219413894287633,0.01,40,"{'learning_rate': 0.01, 'n_estimators': 40}",0.7907149950347567,0.8002234359483614,0.839529028436019,0.7755300573709154,0.819955101022699,0.8051905235625503,0.02241018431317811,71,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.40267243385314944,0.004248890128517965,0.012958908081054687,0.00035257939227045966,0.01,45,"{'learning_rate': 0.01, 'n_estimators': 45}",0.7907149950347567,0.8002234359483614,0.8396524486571879,0.7755300573709154,0.8207034173110501,0.8053648708644543,0.022548074458824032,70,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.04615373611450195,0.00043505827404388036,0.003274822235107422,8.523237118663719e-05,0.016681005372000592,5,"{'learning_rate': 0.016681005372000592, 'n_estimators': 5}",0.7898212512413109,0.8002234359483614,0.7201323064770933,0.6920927912197555,0.6413070591169868,0.7287153688007015,0.05983715782910704,89,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.09026737213134765,0.0005387864773535055,0.004549741744995117,0.00013857604859526264,0.016681005372000592,10,"{'learning_rate': 0.016681005372000592, 'n_estimators': 10}",0.7898212512413109,0.8002234359483614,0.7201323064770933,0.7755300573709154,0.6413070591169868,0.7454028220309336,0.058924483342707605,85,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.13402147293090821,0.000909206947865412,0.005622673034667969,4.410844234661407e-05,0.016681005372000592,15,"{'learning_rate': 0.016681005372000592, 'n_estimators': 15}",0.7906156901688183,0.8002234359483614,0.839529028436019,0.7755300573709154,0.8051883262659018,0.8022173076380031,0.02122156374836987,80,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.17815766334533692,0.001176860127400939,0.006939697265625,0.0001525788304500122,0.016681005372000592,20,"{'learning_rate': 0.016681005372000592, 'n_estimators': 20}",0.7907149950347567,0.8002234359483614,0.839529028436019,0.7755300573709154,0.8051883262659018,0.8022371686111909,0.02121074036737453,76,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.22661385536193848,0.001452468452668054,0.008148860931396485,9.38353740007132e-05,0.016681005372000592,25,"{'learning_rate': 0.016681005372000592, 'n_estimators': 25}",0.7907149950347567,0.8002234359483614,0.839529028436019,0.7755300573709154,0.819955101022699,0.8051905235625503,0.02241018431317811,71,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.2697248935699463,0.0018498005122140721,0.009312200546264648,0.0001491494799832923,0.016681005372000592,30,"{'learning_rate': 0.016681005372000592, 'n_estimators': 30}",0.7907149950347567,0.801961271102284,0.8396524486571879,0.7755300573709154,0.8222000498877525,0.8060117644105793,0.02268606769230852,69,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.3140841484069824,0.003921750043037406,0.011379528045654296,0.0020514090593446266,0.016681005372000592,35,"{'learning_rate': 0.016681005372000592, 'n_estimators': 35}",0.7907149950347567,0.803723932472691,0.8535495655608215,0.7755300573709154,0.8222000498877525,0.8091437200653875,0.026985985941362322,67,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.34202113151550295,0.004924425065471091,0.011268997192382812,5.5766019009722224e-05,0.016681005372000592,40,"{'learning_rate': 0.016681005372000592, 'n_estimators': 40}",0.8294190665342602,0.8246276067527308,0.8535495655608215,0.7989523571963083,0.8222000498877525,0.8257497291863747,0.017425575838242776,63,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.3841794490814209,0.000708640687688866,0.01243133544921875,0.0001258625566803725,0.016681005372000592,45,"{'learning_rate': 0.016681005372000592, 'n_estimators': 45}",0.8333664349553128,0.8246276067527308,0.85451224328594,0.7989523571963083,0.8222000498877525,0.8267317384156089,0.017957913246922152,62,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.04386062622070312,0.00044958629834203795,0.0031068801879882814,1.2051251447572159e-05,0.027825594022071243,5,"{'learning_rate': 0.027825594022071243, 'n_estimators': 5}",0.7898212512413109,0.8002234359483614,0.7201323064770933,0.7755300573709154,0.6413070591169868,0.7454028220309336,0.058924483342707605,85,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.08645777702331543,0.0006230562287775457,0.004346799850463867,3.095932955363243e-05,0.027825594022071243,10,"{'learning_rate': 0.027825594022071243, 'n_estimators': 10}",0.7906156901688183,0.8002234359483614,0.839529028436019,0.7755300573709154,0.8051883262659018,0.8022173076380031,0.02122156374836987,80,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.1297166347503662,0.000849170764392628,0.005486440658569336,5.0173693106889254e-05,0.027825594022071243,15,"{'learning_rate': 0.027825594022071243, 'n_estimators': 15}",0.7907149950347567,0.8002234359483614,0.839529028436019,0.7755300573709154,0.819955101022699,0.8051905235625503,0.02241018431317811,71,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.17258815765380858,0.0014779615940594393,0.006670045852661133,2.6775329944176754e-05,0.027825594022071243,20,"{'learning_rate': 0.027825594022071243, 'n_estimators': 20}",0.7907149950347567,0.8036246276067527,0.8528584123222749,0.7755300573709154,0.8222000498877525,0.8089856284444904,0.026762935976088503,68,2023-12-07--16-12-52,2023-12-07--16-14-34,55
0.21480278968811034,0.0010502356800924904,0.00802021026611328,0.0003528146264182817,0.027825594022071243,25,"{'learning_rate': 0.027825594022071243, 'n_estimators': 25}",0.8294190665342602,0.8246276067527308,0.8535495655608215,0.7989523571963083,0.8222000498877525,0.8257497291863747,0.017425575838242776,63,2023-12-07--16-12-52,2023-12-07--16-14-34,55
