mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.039191150665283205,0.06130795208780051,0.002791690826416016,0.00044075395957335323,1000.0,1e-06,"{'alpha': 1000.0, 'tol': 1e-06}",0.86266137040715,0.8602780536246276,0.8970675355450237,0.8501870790720878,0.8912446994262909,0.8722877476150359,0.018432272511909247,1,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.006954479217529297,0.00020270096892406307,0.0023948192596435548,4.609133722101944e-05,1000.0,1e-05,"{'alpha': 1000.0, 'tol': 1e-05}",0.86266137040715,0.8602780536246276,0.8970675355450237,0.8501870790720878,0.8912446994262909,0.8722877476150359,0.018432272511909247,1,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.006457138061523438,0.0001558702848515879,0.002244234085083008,1.594376897554444e-05,1668.100537200059,1e-06,"{'alpha': 1668.100537200059, 'tol': 1e-06}",0.86012909632572,0.8576961271102284,0.8998321484992101,0.8441506610127213,0.8898977301072587,0.8703411526110278,0.02098715404953229,3,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.006479740142822266,8.38997656050173e-05,0.0022881031036376953,3.807090088391504e-05,1668.100537200059,1e-05,"{'alpha': 1668.100537200059, 'tol': 1e-05}",0.86012909632572,0.8576961271102284,0.8998321484992101,0.8441506610127213,0.8898977301072587,0.8703411526110278,0.02098715404953229,3,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.007926130294799804,0.0010047412168674164,0.002618074417114258,0.0004197520612085876,2782.559402207126,1e-06,"{'alpha': 2782.559402207126, 'tol': 1e-06}",0.8575471698113207,0.8514399205561073,0.9025967614533965,0.8371663756547768,0.8858069343976054,0.8669114323746413,0.02384243359530521,5,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.006687450408935547,7.996665769627036e-05,0.0023039817810058595,3.500504416154404e-05,2782.559402207126,1e-05,"{'alpha': 2782.559402207126, 'tol': 1e-05}",0.8575471698113207,0.8514399205561073,0.9025967614533965,0.8371663756547768,0.8858069343976054,0.8669114323746413,0.02384243359530521,5,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.006561803817749024,0.00020756527058281987,0.002255153656005859,4.129734643223543e-05,4641.588833612777,1e-06,"{'alpha': 4641.588833612777, 'tol': 1e-06}",0.8529294935451838,0.8455809334657399,0.9022511848341231,0.8307308555749564,0.8809678223996008,0.8624920579639209,0.025722926692784438,7,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.006464338302612305,2.6757575967493315e-05,0.0022311687469482424,1.9631218440426763e-05,4641.588833612777,1e-05,"{'alpha': 4641.588833612777, 'tol': 1e-05}",0.8529294935451838,0.8455809334657399,0.9022511848341231,0.8307308555749564,0.8809678223996008,0.8624920579639209,0.025722926692784438,7,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.007740592956542969,0.0011044863163906535,0.0025942325592041016,0.00035922194297884015,7742.63682681127,1e-06,"{'alpha': 7742.63682681127, 'tol': 1e-06}",0.8482621648460774,0.8387288977159881,0.9017081358609794,0.8223497131454227,0.8750810675979047,0.8572259958332745,0.028058197974976752,9,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.006879234313964843,0.0004933723632993571,0.002267885208129883,6.263204795096021e-05,7742.63682681127,1e-05,"{'alpha': 7742.63682681127, 'tol': 1e-05}",0.8482621648460774,0.8387288977159881,0.9017081358609794,0.8223497131454227,0.8750810675979047,0.8572259958332745,0.028058197974976752,9,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.006619405746459961,0.00018406015603374763,0.0022983551025390625,7.531687820001222e-05,12915.496650148827,1e-06,"{'alpha': 12915.496650148827, 'tol': 1e-06}",0.8433465739821252,0.8304369414101291,0.9019056082148499,0.8144175604889,0.8692940883013222,0.8518801544794652,0.030795682956955454,11,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.006406736373901367,3.061071726452317e-05,0.0022110939025878906,9.61628170358806e-06,12915.496650148827,1e-05,"{'alpha': 12915.496650148827, 'tol': 1e-05}",0.8433465739821252,0.8304369414101291,0.9019056082148499,0.8144175604889,0.8692940883013222,0.8518801544794652,0.030795682956955454,11,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.0070877552032470705,0.0006512061806998507,0.002457427978515625,0.00027557625259837877,21544.346900318822,1e-06,"{'alpha': 21544.346900318822, 'tol': 1e-06}",0.8387785501489573,0.8229394240317776,0.9004245655608215,0.8096283362434522,0.8640059865303069,0.8471553725030632,0.03220686847759725,13,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.007898569107055664,0.00101238707391146,0.0025651931762695314,0.00043067037258024847,21544.346900318822,1e-05,"{'alpha': 21544.346900318822, 'tol': 1e-05}",0.8387785501489573,0.8229394240317776,0.9004245655608215,0.8096283362434522,0.8640059865303069,0.8471553725030632,0.03220686847759725,13,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.006689739227294922,0.0003399505638028557,0.0023084640502929687,7.951030484834407e-05,35938.13663804626,1e-06,"{'alpha': 35938.13663804626, 'tol': 1e-06}",0.8334657398212513,0.8179245283018868,0.8995359399684044,0.8039910202045397,0.8595160888001996,0.8428866634192564,0.03379470779333951,15,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.006396055221557617,3.8097170268364855e-05,0.002223491668701172,1.6974331254033654e-05,35938.13663804626,1e-05,"{'alpha': 35938.13663804626, 'tol': 1e-05}",0.8334657398212513,0.8179245283018868,0.8995359399684044,0.8039910202045397,0.8595160888001996,0.8428866634192564,0.03379470779333951,15,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.006749200820922852,0.000619225246431212,0.002341604232788086,0.0002442582041014397,59948.42503189409,1e-06,"{'alpha': 59948.42503189409, 'tol': 1e-06}",0.8318272095332672,0.8126117179741806,0.8976105845181674,0.8002993265153404,0.8550261910700923,0.8394750059222096,0.03445705658980683,17,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.0078068733215332035,0.0011083345959195532,0.0024477958679199217,0.0003456020985498563,59948.42503189409,1e-05,"{'alpha': 59948.42503189409, 'tol': 1e-05}",0.8318272095332672,0.8126117179741806,0.8976105845181674,0.8002993265153404,0.8550261910700923,0.8394750059222096,0.03445705658980683,17,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.007102823257446289,0.0004365448897029513,0.0024463176727294923,0.00011381600548243473,100000.0,1e-06,"{'alpha': 100000.0, 'tol': 1e-06}",0.8311817279046673,0.8098311817279047,0.8964257503949448,0.7978548266400598,0.8513843851334497,0.8373355743602053,0.034762361452498565,19,2023-11-13--09-57-18,2023-11-13--09-57-19,33
0.00639948844909668,4.9306806754871036e-05,0.002242898941040039,5.335307076475952e-05,100000.0,1e-05,"{'alpha': 100000.0, 'tol': 1e-05}",0.8311817279046673,0.8098311817279047,0.8964257503949448,0.7978548266400598,0.8513843851334497,0.8373355743602053,0.034762361452498565,19,2023-11-13--09-57-18,2023-11-13--09-57-19,33
