mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.013639068603515625,9.535796595327662e-05,0.0014581680297851562,0.00011250457147601173,3,3,40,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 40}",0.8145481628599802,0.8511668321747767,0.8680884676145341,0.8012721376901971,0.7997755051134946,0.8269702210905965,0.027678286736632824,377,2023-12-07--16-32-36,2023-12-07--16-33-27,58
0.013612079620361327,0.00018317551564467954,0.0013306140899658203,6.320368158971912e-05,3,3,50,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 50}",0.8145481628599802,0.8511668321747767,0.8680884676145341,0.8012721376901971,0.7997755051134946,0.8269702210905965,0.027678286736632824,377,2023-12-07--16-32-36,2023-12-07--16-33-27,58
0.013599443435668945,0.0001781551560063323,0.001268291473388672,1.4454223445684248e-05,3,3,60,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 60}",0.8145481628599802,0.8511668321747767,0.8680884676145341,0.8012721376901971,0.7997755051134946,0.8269702210905965,0.027678286736632824,377,2023-12-07--16-32-36,2023-12-07--16-33-27,58
0.013515520095825195,3.72279445964473e-05,0.0012632369995117187,4.2545419674232296e-05,3,3,70,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 70}",0.8145481628599802,0.8511668321747767,0.8680884676145341,0.8012721376901971,0.7997755051134946,0.8269702210905965,0.027678286736632824,377,2023-12-07--16-32-36,2023-12-07--16-33-27,58
0.013359594345092773,9.163197426106022e-05,0.0012851238250732421,4.6460043134205686e-05,3,3,80,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 80}",0.8150198609731878,0.8511668321747767,0.8603129936808848,0.8012721376901971,0.79693190321776,0.8249407455473612,0.026008174695979755,397,2023-12-07--16-32-36,2023-12-07--16-33-27,58
0.01321272850036621,0.00013110588888399135,0.0012600421905517578,4.2125263797354485e-05,3,3,90,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 90}",0.8150198609731878,0.8511668321747767,0.8607573064770933,0.8012721376901971,0.7952856073833874,0.8247003489397283,0.026489238841959063,398,2023-12-07--16-32-36,2023-12-07--16-33-27,58
0.01322331428527832,0.00014928008499036631,0.0012595653533935547,3.3272506493583446e-05,3,3,100,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 100}",0.8150198609731878,0.8511668321747767,0.8607573064770933,0.8012721376901971,0.7952856073833874,0.8247003489397283,0.026489238841959063,398,2023-12-07--16-32-36,2023-12-07--16-33-27,58
0.013194084167480469,0.0001771906605205195,0.0012231826782226562,3.815966633363129e-05,3,3,110,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 110}",0.8150198609731878,0.8511668321747767,0.8607573064770933,0.8012721376901971,0.7952856073833874,0.8247003489397283,0.026489238841959063,398,2023-12-07--16-32-36,2023-12-07--16-33-27,58
0.013434505462646485,2.1763111183118533e-05,0.001205778121948242,2.6896574655719892e-05,3,4,40,"{'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 40}",0.81266137040715,0.8511668321747767,0.8686808846761455,0.8012721376901971,0.8094537291095035,0.8286469908115546,0.026393786582751055,369,2023-12-07--16-32-36,2023-12-07--16-33-27,58
0.013476419448852538,4.457710840908818e-05,0.001280975341796875,2.717863047247682e-05,3,4,50,"{'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 50}",0.81266137040715,0.8511668321747767,0.8686808846761455,0.8012721376901971,0.8094537291095035,0.8286469908115546,0.026393786582751055,369,2023-12-07--16-32-36,2023-12-07--16-33-27,58
0.013487529754638673,4.063883671023802e-05,0.001300668716430664,2.189591370764375e-05,3,4,60,"{'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 60}",0.81266137040715,0.8511668321747767,0.8686808846761455,0.8012721376901971,0.8094537291095035,0.8286469908115546,0.026393786582751055,369,2023-12-07--16-32-36,2023-12-07--16-33-27,58
0.013486337661743165,5.0789626698943457e-05,0.001310110092163086,2.8855543652357613e-05,3,4,70,"{'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 70}",0.81266137040715,0.8511668321747767,0.8686808846761455,0.8012721376901971,0.8094537291095035,0.8286469908115546,0.026393786582751055,369,2023-12-07--16-32-36,2023-12-07--16-33-27,58
