mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.0009629726409912109,0.00032235662579139336,0.050105714797973634,0.08484847205017716,10,uniform,"{'n_neighbors': 10, 'weights': 'uniform'}",0.868545183714002,0.8358242303872889,0.8700878751974724,0.765752057869793,0.8353704165627338,0.8351159527462582,0.03782185919415519,90,2023-11-10--17-33-41,2023-11-10--17-33-47,28
0.0008265972137451172,1.0425191454446529e-05,0.007636547088623047,4.854637868406504e-05,10,distance,"{'n_neighbors': 10, 'weights': 'distance'}",0.8624131082423039,0.836643495531281,0.8719391785150079,0.7755300573709153,0.8381142429533549,0.8369280165225726,0.033604966410790575,89,2023-11-10--17-33-41,2023-11-10--17-33-47,28
0.0008213043212890625,1.0098821138296653e-05,0.007668828964233399,4.272008556871211e-05,12,uniform,"{'n_neighbors': 12, 'weights': 'uniform'}",0.8700099304865938,0.8465988083416087,0.8806773301737756,0.769568470940384,0.8306560239461211,0.8395021127776966,0.03910359601148251,88,2023-11-10--17-33-41,2023-11-10--17-33-47,28
0.0008150577545166015,1.9867579132079753e-06,0.007762336730957031,7.607796018271709e-05,12,distance,"{'n_neighbors': 12, 'weights': 'distance'}",0.8689672293942403,0.8460278053624628,0.8802330173775672,0.7771264654527313,0.8351209777999502,0.8414950990773903,0.0359439566586902,87,2023-11-10--17-33-41,2023-11-10--17-33-47,28
0.0008124828338623047,2.866580651319339e-06,0.007822799682617187,2.1528233963866094e-05,14,uniform,"{'n_neighbors': 14, 'weights': 'uniform'}",0.8723932472691162,0.8473932472691161,0.8868977093206951,0.780244449987528,0.8392367173858819,0.8452330742464674,0.036709019983229375,86,2023-11-10--17-33-41,2023-11-10--17-33-47,28
0.0008174419403076172,2.8831894794141723e-06,0.007891845703125,2.0140034621871915e-05,14,distance,"{'n_neighbors': 14, 'weights': 'distance'}",0.8721946375372394,0.8491062562065541,0.8879838072669827,0.7862808680468945,0.8418308805188326,0.8474792899153007,0.03473114660120619,84,2023-11-10--17-33-41,2023-11-10--17-33-47,28
0.0008133411407470703,3.6176827885419193e-06,0.007981061935424805,1.1649864671834828e-05,16,uniform,"{'n_neighbors': 16, 'weights': 'uniform'}",0.8747269116186693,0.8527308838133069,0.8865521327014219,0.7782489398852581,0.8428785233225244,0.8470274782682361,0.03770858501733978,85,2023-11-10--17-33-41,2023-11-10--17-33-47,28
0.000821065902709961,6.910684972569396e-06,0.008292055130004883,0.00042635470240421123,16,distance,"{'n_neighbors': 16, 'weights': 'distance'}",0.875571002979146,0.85506454816286,0.8870951816745656,0.7826390621102518,0.845921676228486,0.8492582942310619,0.03635094602855854,81,2023-11-10--17-33-41,2023-11-10--17-33-47,28
0.00081787109375,6.122485127264192e-06,0.008169746398925782,9.893154161378319e-05,18,uniform,"{'n_neighbors': 18, 'weights': 'uniform'}",0.875819265143992,0.8554121151936445,0.8841824644549764,0.7815415315540035,0.8441756048889998,0.8482261962471233,0.03624670992317151,82,2023-11-10--17-33-41,2023-11-10--17-33-47,28
0.0008137226104736328,4.416861029399647e-06,0.008235406875610352,2.7848841349620597e-05,18,distance,"{'n_neighbors': 18, 'weights': 'distance'}",0.8780039721946375,0.8572492552135055,0.8841577804107426,0.7854826640059864,0.8470690945372911,0.8503925532724326,0.03513925008492459,79,2023-11-10--17-33-41,2023-11-10--17-33-47,28
