mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.06679878234863282,0.0002152317750812106,0.002154827117919922,0.0001244655509220976,0.01,5,"{'learning_rate': 0.01, 'n_estimators': 5}",0.8711519364448859,0.8279543197616683,0.8554749210110584,0.7996757296083811,0.8137939635819407,0.8336101740815869,0.026319834680300573,90,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.13282561302185059,0.0013928910951434745,0.002955007553100586,0.00016811153528614918,0.01,10,"{'learning_rate': 0.01, 'n_estimators': 10}",0.8870655412115194,0.8617179741807348,0.9149634676145338,0.800673484659516,0.8679471189822899,0.8664735173297189,0.03776172061239937,88,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.19820313453674315,0.0007863691059335827,0.003678035736083984,0.00011840754793295543,0.01,15,"{'learning_rate': 0.01, 'n_estimators': 15}",0.8864945382323733,0.8701837140019861,0.9049911137440757,0.8628585682215016,0.8682713893739087,0.878559864714769,0.015389043545668663,75,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.26627383232116697,0.004467504870095004,0.004487800598144531,0.00020337109828469837,0.01,20,"{'learning_rate': 0.01, 'n_estimators': 20}",0.8869414101290964,0.8705064548162861,0.9125444312796207,0.8674731853330008,0.8726116238463457,0.8820154210808699,0.01666523422741279,69,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.3294207096099854,0.001311637216597149,0.0052835941314697266,0.00018315730503601742,0.01,25,"{'learning_rate': 0.01, 'n_estimators': 25}",0.8860973187686196,0.8764647467725919,0.912890007898894,0.8698179097031679,0.8732102768770268,0.88369605200406,0.015574975004495305,68,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.39640369415283205,0.001594354376465183,0.006001329421997071,0.00019164402762862927,0.01,30,"{'learning_rate': 0.01, 'n_estimators': 30}",0.8833416087388282,0.8762164846077458,0.9126678515007898,0.8763532052881018,0.891045148416064,0.8879248597103061,0.013519964995723548,60,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.46096296310424806,0.0005996312374019093,0.006942558288574219,0.00021808570595181957,0.01,35,"{'learning_rate': 0.01, 'n_estimators': 35}",0.8785749751737835,0.8787239324726911,0.9111868088467614,0.8780743327513096,0.8963083063108007,0.8885736711110693,0.013254478168601612,59,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.5263955116271972,0.0011172203380262655,0.007615137100219727,0.000253382193776611,0.01,40,"{'learning_rate': 0.01, 'n_estimators': 40}",0.8800148957298907,0.8804121151936444,0.917505924170616,0.8792217510601148,0.8950112247443254,0.8904331821797182,0.014755002517578431,54,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.591881275177002,0.0009000654466283396,0.008392620086669921,0.00024342335635706448,0.01,45,"{'learning_rate': 0.01, 'n_estimators': 45}",0.8806107249255213,0.8828947368421052,0.9175306082148501,0.8798204040907956,0.8969069593414816,0.8915526866829507,0.014393427112326261,50,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.0669489860534668,0.0003889308067526844,0.002095746994018555,1.2492223517200928e-05,0.016681005372000592,5,"{'learning_rate': 0.016681005372000592, 'n_estimators': 5}",0.8710029791459781,0.8613207547169812,0.9018068720379145,0.8003242703916188,0.818882514342729,0.8506674781270442,0.03657043888505128,89,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.13212909698486328,0.00038015749656992266,0.002891063690185547,5.72929320731294e-05,0.016681005372000592,10,"{'learning_rate': 0.016681005372000592, 'n_estimators': 10}",0.8862711022840118,0.8702333664349554,0.9141242101105844,0.8650286854577202,0.8720129708156648,0.8815340670205872,0.017750164263570865,71,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.19812216758728027,0.0011089682429751802,0.0037067890167236327,0.000195425506585044,0.016681005372000592,15,"{'learning_rate': 0.016681005372000592, 'n_estimators': 15}",0.886395233366435,0.8761668321747766,0.914568522906793,0.868820154652033,0.8732102768770268,0.8838322039954128,0.016420933628291473,66,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.26335487365722654,0.0007232904807506742,0.004409122467041016,9.399141386647163e-05,0.016681005372000592,20,"{'learning_rate': 0.016681005372000592, 'n_estimators': 20}",0.8832423038728898,0.8764150943396226,0.9106931279620851,0.8774756797206287,0.8901721127463207,0.8875996637283095,0.01254194413776981,62,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.3302039623260498,0.0019963560068923915,0.005418539047241211,8.442845921337974e-06,0.016681005372000592,25,"{'learning_rate': 0.016681005372000592, 'n_estimators': 25}",0.8793197616683217,0.8828450844091359,0.9173578199052133,0.8791219755550013,0.8960838114242953,0.8909456905923936,0.01459166297369557,52,2023-12-06--15-05-25,2023-12-06--15-07-57,52
0.3958467960357666,0.001931608339716525,0.006024074554443359,0.0001782145563662642,0.016681005372000592,30,"{'learning_rate': 0.016681005372000592, 'n_estimators': 30}",0.8809334657398213,0.8835898709036741,0.9171356635071091,0.8814168121726116,0.8997505612372163,0.8925652747120865,0.01411011990361662,49,2023-12-06--15-05-25,2023-12-06--15-07-57,52
