mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_learning_rate,param_n_estimators,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.1192366600036621,0.0015973771320677988,0.004611301422119141,0.0002562942016306724,0.1,10,"{'learning_rate': 0.1, 'n_estimators': 10}",0.869736842105263,0.8902681231380336,0.9216528436018958,0.8713644300324271,0.8854078323771514,0.8876860142509543,0.018730562123059596,56,2023-11-10--13-25-50,2023-11-10--13-30-07,20
0.23393502235412597,0.0026705546016183956,0.006927633285522461,0.00012255082329019575,0.1,20,"{'learning_rate': 0.1, 'n_estimators': 20}",0.8812562065541211,0.9064051638530288,0.9256763428120064,0.8917685208281366,0.9032925916687453,0.9016797651432077,0.01494068841451309,53,2023-11-10--13-25-50,2023-11-10--13-30-07,20
0.353582763671875,0.0007582876817544119,0.0094146728515625,0.000322087599519272,0.1,30,"{'learning_rate': 0.1, 'n_estimators': 30}",0.8885302879841114,0.9075471698113208,0.9294530015797788,0.9051134946370666,0.9070341731105014,0.9075356254245557,0.013020695327074797,48,2023-11-10--13-25-50,2023-11-10--13-30-07,20
0.47582077980041504,0.001755604288531395,0.011679887771606445,3.9570876799420384e-05,0.1,40,"{'learning_rate': 0.1, 'n_estimators': 40}",0.8883565044687189,0.9089622641509434,0.9291321090047393,0.9101521576452981,0.9091294587178848,0.9091464987975169,0.012904991763142788,45,2023-11-10--13-25-50,2023-11-10--13-30-07,20
0.5975704669952393,0.004211133431376155,0.014244699478149414,0.0002505205771153901,0.1,50,"{'learning_rate': 0.1, 'n_estimators': 50}",0.8886295928500496,0.9097815292949355,0.9340195497630331,0.9111748565727115,0.9093539536043901,0.910591896417024,0.01437864221052699,40,2023-11-10--13-25-50,2023-11-10--13-30-07,20
0.714784574508667,0.004992942257178543,0.01665797233581543,0.00023046677902887193,0.1,60,"{'learning_rate': 0.1, 'n_estimators': 60}",0.8877855014895729,0.9107745779543198,0.9351303317535544,0.9139186829633325,0.9107508106759791,0.9116719809673517,0.015017054838969824,36,2023-11-10--13-25-50,2023-11-10--13-30-07,20
0.8314736366271973,0.001974557888176701,0.01909008026123047,0.00023486742863096133,0.1,70,"{'learning_rate': 0.1, 'n_estimators': 70}",0.8877606752730883,0.9137537239324726,0.9364139020537126,0.9174108256423048,0.9117236218508357,0.9134125497504829,0.015530846463480878,31,2023-11-10--13-25-50,2023-11-10--13-30-07,20
0.949211311340332,0.0005586941960073862,0.021356773376464844,9.547982745203616e-05,0.1,80,"{'learning_rate': 0.1, 'n_estimators': 80}",0.8905908639523337,0.915566037735849,0.9383145734597157,0.9183088051883262,0.9131953105512597,0.9151951181774969,0.015190196820220004,23,2023-11-10--13-25-50,2023-11-10--13-30-07,20
1.075114107131958,0.005448991516206662,0.023906993865966796,0.0003303280387777982,0.1,90,"{'learning_rate': 0.1, 'n_estimators': 90}",0.8934458788480636,0.9153922542204569,0.9386354660347552,0.9197306061361936,0.9137440758293839,0.9161896562137706,0.01442393030411061,17,2023-11-10--13-25-50,2023-11-10--13-30-07,20
1.1952795028686523,0.015305952548755797,0.02616848945617676,9.480784272767118e-05,0.1,100,"{'learning_rate': 0.1, 'n_estimators': 100}",0.8941906653426018,0.9186196623634558,0.9406595576619273,0.9210276877026691,0.9147917186330755,0.917857858340746,0.01483295582548971,9,2023-11-10--13-25-50,2023-11-10--13-30-07,20
1.3973848342895507,0.09115873822537042,0.029311466217041015,0.001413392274993497,0.1,110,"{'learning_rate': 0.1, 'n_estimators': 110}",0.8951837140019862,0.9197120158887785,0.9410051342812007,0.9197804938887503,0.9215764529807932,0.9194515622083017,0.014547687916858267,3,2023-11-10--13-25-50,2023-11-10--13-30-07,20
