mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_restarts_optimizer,param_optimizer,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
1.1200792789459229,0.11258137618342512,0.14549436569213867,0.01835400303467278,0,fmin_l_bfgs_b,"{'n_restarts_optimizer': 0, 'optimizer': 'fmin_l_bfgs_b'}",0.7031777557100297,0.6721201588877854,0.7137638230647708,0.6708406086305811,0.7492142678972312,0.7018233228380797,0.029094735729988483,1,2023-11-03--10-55-58,2023-11-03--10-56-48,12
1.0582678318023682,0.04684604531307466,0.13364310264587403,0.0026007144509393246,0,,"{'n_restarts_optimizer': 0, 'optimizer': None}",0.7031777557100297,0.6721201588877854,0.7137638230647708,0.6708406086305811,0.7492142678972312,0.7018233228380797,0.029094735729988483,1,2023-11-03--10-55-58,2023-11-03--10-56-48,12
1.0620637893676759,0.04662120109862861,0.13524150848388672,0.004018564785762539,5,fmin_l_bfgs_b,"{'n_restarts_optimizer': 5, 'optimizer': 'fmin_l_bfgs_b'}",0.7031777557100297,0.6721201588877854,0.7137638230647708,0.6708406086305811,0.7492142678972312,0.7018233228380797,0.029094735729988483,1,2023-11-03--10-55-58,2023-11-03--10-56-48,12
1.0592663764953614,0.05092072524740514,0.13498387336730958,0.003947860345666383,5,,"{'n_restarts_optimizer': 5, 'optimizer': None}",0.7031777557100297,0.6721201588877854,0.7137638230647708,0.6708406086305811,0.7492142678972312,0.7018233228380797,0.029094735729988483,1,2023-11-03--10-55-58,2023-11-03--10-56-48,12
1.054335594177246,0.04441333258390618,0.1345334529876709,0.0033260170520703486,10,fmin_l_bfgs_b,"{'n_restarts_optimizer': 10, 'optimizer': 'fmin_l_bfgs_b'}",0.7031777557100297,0.6721201588877854,0.7137638230647708,0.6708406086305811,0.7492142678972312,0.7018233228380797,0.029094735729988483,1,2023-11-03--10-55-58,2023-11-03--10-56-48,12
1.053577709197998,0.05105483355676611,0.13379788398742676,0.0027392388859345624,10,,"{'n_restarts_optimizer': 10, 'optimizer': None}",0.7031777557100297,0.6721201588877854,0.7137638230647708,0.6708406086305811,0.7492142678972312,0.7018233228380797,0.029094735729988483,1,2023-11-03--10-55-58,2023-11-03--10-56-48,12
1.057894802093506,0.04826311683888348,0.13442769050598144,0.003304447875051289,15,fmin_l_bfgs_b,"{'n_restarts_optimizer': 15, 'optimizer': 'fmin_l_bfgs_b'}",0.7031777557100297,0.6721201588877854,0.7137638230647708,0.6708406086305811,0.7492142678972312,0.7018233228380797,0.029094735729988483,1,2023-11-03--10-55-58,2023-11-03--10-56-48,12
1.0537173748016357,0.0446704097737099,0.13316922187805175,0.0025844645473691004,15,,"{'n_restarts_optimizer': 15, 'optimizer': None}",0.7031777557100297,0.6721201588877854,0.7137638230647708,0.6708406086305811,0.7492142678972312,0.7018233228380797,0.029094735729988483,1,2023-11-03--10-55-58,2023-11-03--10-56-48,12
