mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_degree,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.05239901542663574,0.00020337110946493347,0.013158893585205078,0.00016155997284590431,1000.0,3,1e-05,poly,"{'C': 1000.0, 'degree': 3, 'gamma': 1e-05, 'kernel': 'poly'}",0.7858490566037737,0.7453823237338628,0.8324940758293837,0.7341481666250935,0.816961835869294,0.7829670917322815,0.03850395496136018,24,2023-11-14--14-05-21,2023-11-14--14-05-31,39
0.061827564239501955,0.0016144332049907628,0.013326358795166016,0.0006019642673155835,1000.0,3,3.1622776601683795e-05,poly,"{'C': 1000.0, 'degree': 3, 'gamma': 3.1622776601683795e-05, 'kernel': 'poly'}",0.7842601787487586,0.7766137040714995,0.8471070300157977,0.7254676976802195,0.817959590920429,0.7902816402873409,0.041034403869872,21,2023-11-14--14-05-21,2023-11-14--14-05-31,39
0.061285400390625,0.001383751762737188,0.013305473327636718,0.0003694522916237653,1000.0,3,0.0001,poly,"{'C': 1000.0, 'degree': 3, 'gamma': 0.0001, 'kernel': 'poly'}",0.7775571002979145,0.7814796425024827,0.8551540284360191,0.7286605138438514,0.8095285607383387,0.7904759691637213,0.04150959932235072,19,2023-11-14--14-05-21,2023-11-14--14-05-31,39
0.05679960250854492,0.0006257141131905049,0.012508630752563477,0.00016686146301834616,1000.0,3,0.00031622776601683794,poly,"{'C': 1000.0, 'degree': 3, 'gamma': 0.00031622776601683794, 'kernel': 'poly'}",0.8113207547169811,0.8214995034756704,0.8895635860979464,0.7765527562983287,0.8709403841356946,0.8339753969449243,0.04104314179613037,8,2023-11-14--14-05-21,2023-11-14--14-05-31,39
0.05475187301635742,0.0012820310644974422,0.01155858039855957,0.0002948939794841109,1000.0,3,0.001,poly,"{'C': 1000.0, 'degree': 3, 'gamma': 0.001, 'kernel': 'poly'}",0.8010427010923535,0.8326216484607746,0.888823064770932,0.8186081317036669,0.8766774756797205,0.8435546043414895,0.033750484602637035,1,2023-11-14--14-05-21,2023-11-14--14-05-31,39
0.0530644416809082,0.0016585406395491394,0.013547372817993165,0.0003440663246087117,5623.413251903491,3,1e-05,poly,"{'C': 5623.413251903491, 'degree': 3, 'gamma': 1e-05, 'kernel': 'poly'}",0.7804865938430983,0.7635054617676265,0.8373815165876778,0.7251184834123222,0.8220004988775256,0.7856985108976501,0.04044404195339707,23,2023-11-14--14-05-21,2023-11-14--14-05-31,39
0.061180830001831055,0.00025902446652938387,0.013178157806396484,0.00020505657794203135,5623.413251903491,3,3.1622776601683795e-05,poly,"{'C': 5623.413251903491, 'degree': 3, 'gamma': 3.1622776601683795e-05, 'kernel': 'poly'}",0.785004965243297,0.7754220456802384,0.8552033965244865,0.7243701671239711,0.8155150910451485,0.7911031331234284,0.043453792386020415,16,2023-11-14--14-05-21,2023-11-14--14-05-31,39
0.059643125534057616,0.0009479941559370512,0.01335287094116211,0.00048198989128359375,5623.413251903491,3,0.0001,poly,"{'C': 5623.413251903491, 'degree': 3, 'gamma': 0.0001, 'kernel': 'poly'}",0.7906156901688183,0.8040218470705064,0.872334123222749,0.7617859815415315,0.8489897730107259,0.8155494830028662,0.03996959560809809,11,2023-11-14--14-05-21,2023-11-14--14-05-31,39
0.05548968315124512,0.0015849655825422879,0.012344741821289062,0.00044913683007806986,5623.413251903491,3,0.00031622776601683794,poly,"{'C': 5623.413251903491, 'degree': 3, 'gamma': 0.00031622776601683794, 'kernel': 'poly'}",0.8145481628599801,0.832025819265144,0.8827507898894156,0.7936143676727365,0.8762284859067099,0.8398335251187972,0.034649690089308426,4,2023-11-14--14-05-21,2023-11-14--14-05-31,39
0.05710787773132324,0.001571417657183195,0.011121559143066406,6.17498412529334e-05,5623.413251903491,3,0.001,poly,"{'C': 5623.413251903491, 'degree': 3, 'gamma': 0.001, 'kernel': 'poly'}",0.83480635551142,0.8195630585898709,0.8638428120063191,0.8298328760289349,0.8441506610127214,0.8384391526298532,0.014976911402318858,6,2023-11-14--14-05-21,2023-11-14--14-05-31,39
