mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
1.501063060760498,0.18862215328484505,0.0035492897033691405,0.0004138153578131051,logistic,0.01,"(70,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (70,), 'solver': 'lbfgs'}",0.8993545183714001,0.8969712015888779,0.9158767772511849,0.8853579446245946,0.8562733848840111,0.8907667653440136,0.019808108775385684,15,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.3261632919311523,0.05375474485923479,0.0029805183410644533,0.00048567343742231093,logistic,0.01,"(60,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (60,), 'solver': 'lbfgs'}",0.8819761668321748,0.9019364448857995,0.9022018167456557,0.8748316288351209,0.8712397106510351,0.8864371535899572,0.013223490572886049,55,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.1358772277832032,0.06358146722312807,0.0026564598083496094,0.0003538933634813151,logistic,0.01,"(50,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (50,), 'solver': 'lbfgs'}",0.8784011916583913,0.8964995034756703,0.9066449447077408,0.8896482913444749,0.8615115989024694,0.8865411060177493,0.015528831526353008,52,2023-11-10--12-27-25,2023-11-10--12-39-22,19
0.9769202709197998,0.06084701391690165,0.002571582794189453,0.0003469369317028199,logistic,0.01,"(40,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (40,), 'solver': 'lbfgs'}",0.907348560079444,0.9006454816285998,0.9071879936808848,0.8909453729109504,0.860813170366675,0.8933881157333108,0.017349893691795473,7,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.2440941333770752,0.03049181664817114,0.0028118133544921876,0.00036148932187266133,logistic,0.01,"(50, 10)",lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (50, 10), 'solver': 'lbfgs'}",0.9045680238331678,0.901638530287984,0.8998321484992101,0.8847592915939138,0.8581192317286106,0.8897834451885773,0.0172509001505341,20,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.4394755840301514,0.10712396915247926,0.002851438522338867,0.00038873277158408284,logistic,0.01,"(50, 20)",lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (50, 20), 'solver': 'lbfgs'}",0.8978649453823238,0.9027060575968222,0.9083728278041074,0.8751309553504614,0.8626091294587178,0.8893367831184864,0.017492918919835614,25,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.4905184745788573,0.06243914552309053,0.0027343273162841798,5.3106174435259405e-05,logistic,0.03593813663804628,"(70,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.03593813663804628, 'hidden_layer_sizes': (70,), 'solver': 'lbfgs'}",0.8844091360476664,0.8987586891757696,0.9089652448657187,0.8828635569967573,0.8618608131703666,0.8873714880512557,0.015974042615919164,46,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.3339542388916015,0.05904319924983394,0.00276331901550293,0.0003332351635146184,logistic,0.03593813663804628,"(60,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.03593813663804628, 'hidden_layer_sizes': (60,), 'solver': 'lbfgs'}",0.8924528301886794,0.9012413108242304,0.8989928909952607,0.8837615365427788,0.859341481666251,0.88715801004344,0.015177181369385206,49,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.162455177307129,0.08463803989934512,0.0024431228637695314,3.204168303438263e-05,logistic,0.03593813663804628,"(50,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.03593813663804628, 'hidden_layer_sizes': (50,), 'solver': 'lbfgs'}",0.8734359483614695,0.8944885799404171,0.8989928909952607,0.8915939136941882,0.8597655275629833,0.8836553721108636,0.014770102329836957,71,2023-11-10--12-27-25,2023-11-10--12-39-22,19
0.9269377708435058,0.05443440695981365,0.0025623321533203127,0.00034789907696751985,logistic,0.03593813663804628,"(40,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.03593813663804628, 'hidden_layer_sizes': (40,), 'solver': 'lbfgs'}",0.8986593843098312,0.8961271102284013,0.9072373617693523,0.8875530057370915,0.8601147418308805,0.8899383207751113,0.016178692606435,18,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.2251378536224364,0.06599166244237999,0.002607107162475586,4.4913403052955874e-05,logistic,0.03593813663804628,"(50, 10)",lbfgs,"{'activation': 'logistic', 'alpha': 0.03593813663804628, 'hidden_layer_sizes': (50, 10), 'solver': 'lbfgs'}",0.9044190665342602,0.8965491559086395,0.9091133491311216,0.8829134447493141,0.8648041905712147,0.8915598413789102,0.0160561738300202,11,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.387151288986206,0.05478859996534103,0.002722358703613281,6.0215225920120196e-05,logistic,0.03593813663804628,"(50, 20)",lbfgs,"{'activation': 'logistic', 'alpha': 0.03593813663804628, 'hidden_layer_sizes': (50, 20), 'solver': 'lbfgs'}",0.8951837140019862,0.8938927507447865,0.8991903633491312,0.8779745572461961,0.8387627837365926,0.8810008338157387,0.022322301948915973,81,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.4184794425964355,0.08835711619397206,0.0029442310333251953,0.0004289295884268227,logistic,0.1291549665014884,"(70,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.1291549665014884, 'hidden_layer_sizes': (70,), 'solver': 'lbfgs'}",0.8820754716981132,0.8943396226415093,0.903041074249605,0.8796208530805687,0.8615115989024694,0.884117724114453,0.014128056702620548,66,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.3306559085845948,0.078957142949897,0.0025590896606445313,4.002439425385815e-05,logistic,0.1291549665014884,"(60,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.1291549665014884, 'hidden_layer_sizes': (60,), 'solver': 'lbfgs'}",0.8913108242303871,0.9004468718967229,0.8993878357030016,0.8867548016961836,0.8595659765527564,0.8874932620158102,0.01486155624682444,43,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.0898115158081054,0.020201232303808277,0.0025127887725830077,7.384337243223003e-05,logistic,0.1291549665014884,"(50,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.1291549665014884, 'hidden_layer_sizes': (50,), 'solver': 'lbfgs'}",0.879493545183714,0.8979145978152929,0.9003258293838863,0.8779745572461961,0.8532302319780494,0.8817877523214277,0.01696508920101293,78,2023-11-10--12-27-25,2023-11-10--12-39-22,19
0.9568839073181152,0.03740786830508169,0.0026322364807128905,0.0004637045010329768,logistic,0.1291549665014884,"(40,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.1291549665014884, 'hidden_layer_sizes': (40,), 'solver': 'lbfgs'}",0.8842601787487587,0.8985104270109235,0.9079778830963665,0.887852332252432,0.8635071090047394,0.8884215860226441,0.014984031454533328,38,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.3224670886993408,0.05861297405235529,0.002620029449462891,4.710234039251021e-05,logistic,0.1291549665014884,"(50, 10)",lbfgs,"{'activation': 'logistic', 'alpha': 0.1291549665014884, 'hidden_layer_sizes': (50, 10), 'solver': 'lbfgs'}",0.9076961271102284,0.9013902681231382,0.9010663507109006,0.8851583936143677,0.858219007233724,0.8907060293584717,0.017868046938618386,16,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.4152438163757324,0.043049214334110734,0.0026432037353515624,3.120227949899426e-05,logistic,0.1291549665014884,"(50, 20)",lbfgs,"{'activation': 'logistic', 'alpha': 0.1291549665014884, 'hidden_layer_sizes': (50, 20), 'solver': 'lbfgs'}",0.8940913604766634,0.898038728897716,0.902399289099526,0.8802693938638065,0.8554252930905463,0.8860448130856516,0.017011644829526586,57,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.521586036682129,0.047893207612571466,0.0027595996856689454,0.00011861870384106252,logistic,0.464158883361278,"(70,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.464158883361278, 'hidden_layer_sizes': (70,), 'solver': 'lbfgs'}",0.8789473684210526,0.8963505461767627,0.9121741706161137,0.8891494138189074,0.8577201297081566,0.8868683257481985,0.018154121013634252,51,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.2700200080871582,0.04177325749799581,0.0026137828826904297,9.43221987272497e-05,logistic,0.464158883361278,"(60,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.464158883361278, 'hidden_layer_sizes': (60,), 'solver': 'lbfgs'}",0.8717477656405164,0.8949851042701094,0.8961295418641391,0.8902968321277126,0.8593664255425292,0.8825051338890013,0.014513480012774877,76,2023-11-10--12-27-25,2023-11-10--12-39-22,19
1.0833415508270263,0.051918599995355454,0.002598476409912109,0.0003809648510638352,logistic,0.464158883361278,"(50,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.464158883361278, 'hidden_layer_sizes': (50,), 'solver': 'lbfgs'}",0.8833167825223436,0.8913108242303873,0.9072867298578199,0.8779246694936393,0.8636068845098528,0.8846891781228086,0.014467900277868121,64,2023-11-10--12-27-25,2023-11-10--12-39-22,19
0.9084209442138672,0.04307843910615867,0.0023230552673339845,3.44204432813558e-05,logistic,0.464158883361278,"(40,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.464158883361278, 'hidden_layer_sizes': (40,), 'solver': 'lbfgs'}",0.8942403177755709,0.9039721946375373,0.9111374407582938,0.8934397605387878,0.8709403841356946,0.894746019569177,0.01358286656300107,3,2023-11-10--12-27-25,2023-11-10--12-39-22,19
