mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_activation,param_alpha,param_hidden_layer_sizes,param_solver,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.40505304336547854,0.08073061288099595,0.0027711868286132814,0.0002846461193458694,logistic,0.01,"(70,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (70,), 'solver': 'lbfgs'}",0.8195630585898709,0.8138033763654419,0.8434537914691943,0.7868795210775755,0.7938139186829634,0.8115027332370092,0.020051576811466867,93,2023-12-07--16-41-22,2023-12-07--16-48-00,63
0.3560817241668701,0.06673225194702974,0.002689504623413086,0.0002586511995264921,logistic,0.01,"(60,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (60,), 'solver': 'lbfgs'}",0.8306355511420059,0.8184707050645482,0.8422689573459716,0.7770017460713394,0.7800947867298579,0.8096943492707446,0.026539042389101448,96,2023-12-07--16-41-22,2023-12-07--16-48-00,63
0.2968014717102051,0.041413264152304646,0.0024151325225830076,4.444301380593839e-05,logistic,0.01,"(50,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (50,), 'solver': 'lbfgs'}",0.798162859980139,0.7972691161866932,0.8430588467614535,0.8113744075829384,0.8078822649039662,0.8115494990830381,0.016670031174621774,92,2023-12-07--16-41-22,2023-12-07--16-48-00,63
0.302979040145874,0.06443998705453298,0.002407360076904297,0.0002593591515064431,logistic,0.01,"(40,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (40,), 'solver': 'lbfgs'}",0.8197616683217478,0.7869910625620655,0.8331852290679305,0.7867797455724621,0.8137690197056623,0.8080973450459735,0.018425750802775247,98,2023-12-07--16-41-22,2023-12-07--16-48-00,63
0.9931533336639404,0.25868700019804797,0.002682781219482422,0.00026127402594778535,logistic,0.01,"(50, 10)",lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (50, 10), 'solver': 'lbfgs'}",0.764995034756703,0.7852035749751739,0.841429699842022,0.7745572461960588,0.7122474432526813,0.7756865998045278,0.04135901257451193,136,2023-12-07--16-41-22,2023-12-07--16-48-00,63
0.8184499263763427,0.22027659738214397,0.0027362823486328123,0.00026068393066457915,logistic,0.01,"(50, 20)",lbfgs,"{'activation': 'logistic', 'alpha': 0.01, 'hidden_layer_sizes': (50, 20), 'solver': 'lbfgs'}",0.8165839126117179,0.8119662363455811,0.8085999210110584,0.7755550012471938,0.7393863806435521,0.7904182903718207,0.029341774417056557,122,2023-12-07--16-41-22,2023-12-07--16-48-00,63
0.5178319931030273,0.04682454579489149,0.002657175064086914,0.0002628583594447726,logistic,0.03593813663804627,"(70,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.03593813663804627, 'hidden_layer_sizes': (70,), 'solver': 'lbfgs'}",0.8544190665342603,0.8389275074478648,0.851056477093207,0.8071838363681716,0.7864305313045648,0.8276034837496138,0.026493493170203563,70,2023-12-07--16-41-22,2023-12-07--16-48-00,63
0.4473557949066162,0.05770407607569739,0.0025458335876464844,2.9895826521978894e-05,logistic,0.03593813663804627,"(60,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.03593813663804627, 'hidden_layer_sizes': (60,), 'solver': 'lbfgs'}",0.8498013902681232,0.8249751737835154,0.8399486571879936,0.8072337241207284,0.7668246445497631,0.8177567179820248,0.029244687708085082,82,2023-12-07--16-41-22,2023-12-07--16-48-00,63
0.3994612693786621,0.042090456221029575,0.0023928165435791017,1.1012151291227949e-05,logistic,0.03593813663804627,"(50,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.03593813663804627, 'hidden_layer_sizes': (50,), 'solver': 'lbfgs'}",0.8049155908639524,0.8188182720953326,0.8469589257503949,0.7998503367423297,0.7803941132451984,0.8101874477394416,0.022131081506064635,95,2023-12-07--16-41-22,2023-12-07--16-48-00,63
0.3638887882232666,0.05186155652220471,0.002412891387939453,0.0002756593755692717,logistic,0.03593813663804627,"(40,)",lbfgs,"{'activation': 'logistic', 'alpha': 0.03593813663804627, 'hidden_layer_sizes': (40,), 'solver': 'lbfgs'}",0.8336643495531281,0.8071499503475671,0.82222551342812,0.8263906211025194,0.790920429034672,0.8160701726932013,0.015271115919251062,86,2023-12-07--16-41-22,2023-12-07--16-48-00,63
