mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.0014604568481445313,0.0003297086246133782,0.06263494491577148,0.09999936472759723,10,uniform,"{'n_neighbors': 10, 'weights': 'uniform'}",0.868545183714002,0.8358242303872889,0.8700878751974724,0.765752057869793,0.8353704165627338,0.8351159527462582,0.03782185919415519,36,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0014779090881347657,5.553738573643068e-05,0.012645816802978516,9.681621623328421e-05,10,distance,"{'n_neighbors': 10, 'weights': 'distance'}",0.8624131082423039,0.836643495531281,0.8719391785150079,0.7755300573709153,0.8381142429533549,0.8369280165225726,0.033604966410790575,35,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0016901493072509766,0.0003811982500154085,0.014527082443237305,0.0022955719530869186,15,uniform,"{'n_neighbors': 15, 'weights': 'uniform'}",0.8742303872889772,0.8557845084409136,0.8850957740916272,0.7758543277625342,0.8403342479421303,0.8462598491052364,0.038401430692043964,34,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0013841152191162109,5.465885153300309e-05,0.013199853897094726,0.0001462550124706235,15,distance,"{'n_neighbors': 15, 'weights': 'distance'}",0.8745283018867924,0.8564548162859981,0.8850217219589258,0.7811673734098279,0.843127962085308,0.8480600351253704,0.03643119906215816,32,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0014086723327636718,9.273601333198389e-05,0.01353902816772461,0.0001043122454239459,20,uniform,"{'n_neighbors': 20, 'weights': 'uniform'}",0.8786246276067528,0.8557100297914598,0.8808007503949448,0.7792716388126716,0.843726615115989,0.8476267323443636,0.03691708116321764,33,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0013777732849121094,4.0665683769557404e-05,0.01363067626953125,4.110861786710606e-05,20,distance,"{'n_neighbors': 20, 'weights': 'distance'}",0.8794438927507447,0.8576961271102284,0.8825039494470774,0.7824395111000251,0.8475180843103018,0.8499203129436754,0.03620283894456896,31,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0014250755310058593,7.501777605167872e-05,0.014073419570922851,4.728517878170749e-05,25,uniform,"{'n_neighbors': 25, 'weights': 'uniform'}",0.8807348560079444,0.8685700099304866,0.8764810426540284,0.7880768271389375,0.8463207782489399,0.8520367027960674,0.03411157422684823,29,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0013944625854492188,5.795747246363076e-05,0.014129924774169921,2.739735520666576e-05,25,distance,"{'n_neighbors': 25, 'weights': 'distance'}",0.8823733862959285,0.8708540218470705,0.8778139810426541,0.7890745821900723,0.8502868545772012,0.8540805651905854,0.03430824294071108,22,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0013739585876464844,5.856530981966274e-05,0.014597654342651367,3.1681155526733226e-05,30,uniform,"{'n_neighbors': 30, 'weights': 'uniform'}",0.8840863952333664,0.8686941410129096,0.875765205371248,0.7898977301072586,0.8496133699176852,0.8536113683284936,0.033830227546082656,25,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0014430522918701173,4.28125952834386e-05,0.014742898941040038,0.0001115878827749012,30,distance,"{'n_neighbors': 30, 'weights': 'distance'}",0.8847070506454816,0.8700099304865939,0.8776165086887836,0.7895734597156397,0.8523322524320279,0.8548478403937054,0.03437134453137937,18,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0014185905456542969,8.528722794829503e-05,0.015130996704101562,9.838342016629829e-05,35,uniform,"{'n_neighbors': 35, 'weights': 'uniform'}",0.8810575968222444,0.8664101290963258,0.8746791074249606,0.7887503117984535,0.847667747567972,0.8517129785419912,0.03342219989584966,30,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0015625953674316406,0.00019016185758416216,0.015237951278686523,5.561904324564373e-05,35,distance,"{'n_neighbors': 35, 'weights': 'distance'}",0.8818272095332671,0.8680238331678253,0.8765797788309637,0.7895734597156397,0.8504365178348715,0.8532881598165135,0.03359110541527902,27,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0014566421508789063,9.58801553451022e-05,0.015628719329833986,6.046900583516582e-05,40,uniform,"{'n_neighbors': 40, 'weights': 'uniform'}",0.8827954319761668,0.8674280039721947,0.8738645339652449,0.7902718882514342,0.8512596657520579,0.8531239047834198,0.033072743604706425,28,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0014768600463867187,0.00011465337027098481,0.015767240524291994,9.192149086260621e-05,40,distance,"{'n_neighbors': 40, 'weights': 'distance'}",0.8835153922542205,0.8703574975173783,0.876925355450237,0.7912696433025692,0.8526565228236469,0.8549448822696105,0.033456648359524624,16,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0016995906829833985,0.00025411352329411267,0.016406726837158204,0.0003520878977242729,45,uniform,"{'n_neighbors': 45, 'weights': 'uniform'}",0.8880337636544191,0.8704568023833168,0.8789988151658767,0.7909204290346721,0.8469194312796209,0.8550658483035811,0.03486416709576951,15,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.001534748077392578,0.00015533517701995427,0.016298532485961914,0.00020849128794798782,45,distance,"{'n_neighbors': 45, 'weights': 'distance'}",0.8875372393247268,0.8715491559086396,0.8810229067930491,0.7909703167872288,0.8495884260414068,0.8561336089710103,0.03502113162267635,8,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0015329837799072266,8.968499505762623e-05,0.016755104064941406,3.6327356252176115e-05,50,uniform,"{'n_neighbors': 50, 'weights': 'uniform'}",0.8893247269116187,0.866633565044687,0.8762095181674565,0.7924669493639311,0.8496882015465202,0.8548645922068427,0.03376944276239433,17,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.001528787612915039,0.00012842326855307145,0.016805696487426757,8.056775863191543e-05,50,distance,"{'n_neighbors': 50, 'weights': 'distance'}",0.889175769612711,0.8687189672293942,0.8799368088467615,0.7938139186829634,0.85153404839112,0.8566359025525901,0.03382427000721371,5,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0015299320220947266,0.00011297438647051833,0.0172121524810791,6.063186504884428e-05,55,uniform,"{'n_neighbors': 55, 'weights': 'uniform'}",0.886072492552135,0.86708043694141,0.8817634281200631,0.7903966076328262,0.8489149413818907,0.854845581325665,0.034751186606887495,19,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0015317440032958985,0.0001341429120090317,0.01727571487426758,0.00013569352924813129,55,distance,"{'n_neighbors': 55, 'weights': 'distance'}",0.8864448857994042,0.870506454816286,0.8831457345971563,0.7925667248690447,0.8511848341232228,0.8567697268410228,0.03440413646265913,4,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0017454147338867188,0.00011366435663803918,0.017919492721557618,0.0002529554563935602,60,uniform,"{'n_neighbors': 60, 'weights': 'uniform'}",0.8834409136047666,0.8642502482621648,0.8782582938388626,0.7962833624345224,0.8487153903716638,0.854189641702396,0.031366406661280516,21,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0017062664031982423,8.004796477625986e-05,0.017922067642211915,0.00018979428356369145,60,distance,"{'n_neighbors': 60, 'weights': 'distance'}",0.8838133068520356,0.8676762661370406,0.8809241706161137,0.7971065103517087,0.8512846096283363,0.856160972717047,0.03169125424492395,7,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0014958381652832031,6.191781451045385e-05,0.018169546127319337,7.1931892877286e-05,65,uniform,"{'n_neighbors': 65, 'weights': 'uniform'}",0.8834409136047667,0.8630834160873883,0.875888625592417,0.7969568470940385,0.8494138189074582,0.8537567242572137,0.030669353456035976,24,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0016328811645507813,0.0001162431194895319,0.018339204788208007,0.00014896643144406775,65,distance,"{'n_neighbors': 65, 'weights': 'distance'}",0.8834657398212512,0.8671797418073486,0.8783076619273302,0.7990521327014218,0.8521825891743577,0.856037573086342,0.030445395146247695,10,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0016169548034667969,9.805597050070688e-05,0.018688535690307616,0.00010899131085190735,70,uniform,"{'n_neighbors': 70, 'weights': 'uniform'}",0.8871648460774577,0.8650943396226416,0.8720379146919429,0.7943127962085308,0.8505362933399849,0.8538292379881115,0.03200865981382312,23,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.001534891128540039,6.798925396028015e-05,0.018698596954345705,0.00012384917864262732,70,distance,"{'n_neighbors': 70, 'weights': 'distance'}",0.8864945382323735,0.8671797418073485,0.8748518957345972,0.7966076328261412,0.8524320279371415,0.8555131673075204,0.031462028334092666,13,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0016004085540771485,0.0001586224877421181,0.01921706199645996,0.00010223886847812917,75,uniform,"{'n_neighbors': 75, 'weights': 'uniform'}",0.8872889771598808,0.8633068520357497,0.8710752369668247,0.7952856073833873,0.8497380892990771,0.853338952568984,0.03146329950043301,26,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.001711273193359375,0.00011885787666393599,0.019321298599243163,0.00014363278716405227,75,distance,"{'n_neighbors': 75, 'weights': 'distance'}",0.887090367428004,0.8661866931479643,0.875,0.7967074083312548,0.851134946370666,0.8552238830555778,0.03152030472617557,14,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.001719045639038086,6.052290263780341e-05,0.01976189613342285,6.340403121038161e-05,80,uniform,"{'n_neighbors': 80, 'weights': 'uniform'}",0.8851787487586893,0.8633565044687189,0.8729265402843601,0.7996507857321029,0.8498877525567474,0.8542000663601238,0.029625732109084472,20,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0018673419952392578,7.695321507444109e-05,0.020090007781982423,0.00027676261261033584,80,distance,"{'n_neighbors': 80, 'weights': 'distance'}",0.8860973187686196,0.8649950347567031,0.8770734597156398,0.8000997755051135,0.8521825891743577,0.8560896355840868,0.030233152343153578,9,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.001806926727294922,4.167524027750398e-05,0.020315837860107423,0.00010631612436084563,85,uniform,"{'n_neighbors': 85, 'weights': 'uniform'}",0.8869662363455808,0.8641509433962264,0.8734695892575038,0.8022449488650536,0.8508605637316038,0.8555384563191938,0.029139273962526583,12,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.001948976516723633,0.00028150095264783357,0.02130894660949707,0.0012669649023355342,85,distance,"{'n_neighbors': 85, 'weights': 'distance'}",0.8876861966236346,0.866583912611718,0.8764810426540284,0.8017959590920429,0.8521825891743577,0.8569459400311563,0.02994556405977599,2,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0016852855682373048,0.000187479345658955,0.02069578170776367,0.0002709847823915063,90,uniform,"{'n_neighbors': 90, 'weights': 'uniform'}",0.8880337636544191,0.8639523336643495,0.8730252764612954,0.8059865303068097,0.851733599401347,0.856546300697644,0.02791887807816958,6,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0015830039978027345,0.00018776486232673773,0.02078213691711426,0.0001922388149427761,90,distance,"{'n_neighbors': 90, 'weights': 'distance'}",0.8881330685203574,0.8657398212512413,0.8749012638230648,0.8054377650286855,0.8512347218757794,0.8570893280998257,0.028488489910837543,1,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.0017460346221923827,5.588983087878911e-05,0.021236228942871093,0.00011529104063332665,95,uniform,"{'n_neighbors': 95, 'weights': 'uniform'}",0.8853525322740815,0.8589622641509435,0.875765205371248,0.8064604639560987,0.8531554003492142,0.8559391732203172,0.027288269942600557,11,2023-11-10--17-30-38,2023-11-10--17-30-42,27
0.001755666732788086,6.556630566979249e-05,0.021266746520996093,8.06182591510847e-05,95,distance,"{'n_neighbors': 95, 'weights': 'distance'}",0.8858987090367428,0.8620158887785502,0.8778633491311216,0.8050386630082315,0.8531803442254927,0.8567993908360279,0.0283194030771155,3,2023-11-10--17-30-38,2023-11-10--17-30-42,27
