mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_loss,param_penalty,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.0082611083984375,0.0014463768503714769,0.022943449020385743,0.04161874693877188,9.999999999999999e-05,squared_hinge,l1,"{'C': 9.999999999999999e-05, 'loss': 'squared_hinge', 'penalty': 'l1'}",0.7411122144985104,0.7728897715988083,0.6671109794628752,0.6525816911948116,0.7222249937640309,0.7111839301038073,0.04517048937417122,40,2023-11-10--17-18-36,2023-11-10--17-21-10,25
0.1604562759399414,0.055330536964086054,0.0023151397705078124,0.00043882105264409426,9.999999999999999e-05,squared_hinge,l2,"{'C': 9.999999999999999e-05, 'loss': 'squared_hinge', 'penalty': 'l2'}",0.8823237338629593,0.8851042701092353,0.8920813586097948,0.8144175604888999,0.7825392866051385,0.8512932419352055,0.0443997066949357,25,2023-11-10--17-18-36,2023-11-10--17-21-10,25
0.019400358200073242,0.004597854884760922,0.002006244659423828,1.724700951358971e-05,0.00023357214690901212,squared_hinge,l1,"{'C': 0.00023357214690901212, 'loss': 'squared_hinge', 'penalty': 'l1'}",0.7887785501489573,0.828798411122145,0.8290876777251185,0.8243452232476927,0.864355200798204,0.8270730126084235,0.023962070535067617,37,2023-11-10--17-18-36,2023-11-10--17-21-10,25
0.17757768630981446,0.07493051975387399,0.0019701004028320314,3.658724004873773e-05,0.00023357214690901212,squared_hinge,l2,"{'C': 0.00023357214690901212, 'loss': 'squared_hinge', 'penalty': 'l2'}",0.88987090367428,0.887537239324727,0.8909458925750395,0.837316038912447,0.7902718882514342,0.8591883925475855,0.039953715292996995,6,2023-11-10--17-18-36,2023-11-10--17-21-10,25
0.051744604110717775,0.02890844888742486,0.0020493030548095702,1.1140655029101415e-05,0.000545559478116852,squared_hinge,l1,"{'C': 0.000545559478116852, 'loss': 'squared_hinge', 'penalty': 'l1'}",0.7722442899702086,0.826464746772592,0.8129443127962085,0.7560488899975056,0.8407084060863059,0.8016821291245642,0.03228945369417632,38,2023-11-10--17-18-36,2023-11-10--17-21-10,25
0.3110764503479004,0.14574273586447228,0.0022005081176757813,0.0003940191623456561,0.000545559478116852,squared_hinge,l2,"{'C': 0.000545559478116852, 'loss': 'squared_hinge', 'penalty': 'l2'}",0.882025819265144,0.8872889771598808,0.8879344391785149,0.8563232726365677,0.7984534796707408,0.8624051975821697,0.034008015210094195,2,2023-11-10--17-18-36,2023-11-10--17-21-10,25
0.09322447776794433,0.053869679147839994,0.0022344589233398438,0.0004200998688998841,0.0012742749857031334,squared_hinge,l1,"{'C': 0.0012742749857031334, 'loss': 'squared_hinge', 'penalty': 'l1'}",0.7671797418073486,0.8263157894736842,0.812894944707741,0.7580444000997755,0.8137690197056622,0.7956407791588422,0.027534756063578938,39,2023-11-10--17-18-36,2023-11-10--17-21-10,25
0.6119503498077392,0.30712599250405104,0.0019649505615234376,1.8502633546818594e-05,0.0012742749857031334,squared_hinge,l2,"{'C': 0.0012742749857031334, 'loss': 'squared_hinge', 'penalty': 'l2'}",0.8806852035749752,0.8803376365441906,0.8845280410742496,0.8648540783237716,0.7584933898727861,0.8537796698779946,0.048118215569240945,17,2023-11-10--17-18-36,2023-11-10--17-21-10,25
0.16843676567077637,0.03826036254299966,0.0021462440490722656,0.0002439228778107713,0.002976351441631319,squared_hinge,l1,"{'C': 0.002976351441631319, 'loss': 'squared_hinge', 'penalty': 'l1'}",0.836196623634558,0.8744786494538233,0.8544628751974723,0.8213519580942878,0.8111249688201546,0.8395230150400593,0.022771899429817798,36,2023-11-10--17-18-36,2023-11-10--17-21-10,25
0.5515182971954345,0.24198686315107218,0.0022031784057617186,0.00038004281677683674,0.002976351441631319,squared_hinge,l2,"{'C': 0.002976351441631319, 'loss': 'squared_hinge', 'penalty': 'l2'}",0.8792949354518371,0.8788977159880834,0.8787026066350712,0.8681466699925168,0.7971563981042654,0.8604396652343548,0.03191841381462456,4,2023-11-10--17-18-36,2023-11-10--17-21-10,25
