mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_max_depth,param_min_samples_leaf,param_min_samples_split,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.026974868774414063,0.000187983541363095,0.0022840976715087892,0.00019661363581415347,3,3,40,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 40}",0.8686196623634559,0.8708043694141016,0.8948212875197471,0.8602893489648291,0.8742080319281618,0.873748540038059,0.011492564295524211,383,2023-11-10--13-46-05,2023-11-10--13-47-46,21
0.026825571060180665,0.00015274595478027083,0.003005361557006836,0.0015659286000047489,3,3,50,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 50}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.8602893489648291,0.8742080319281618,0.8751735648642756,0.011098739130883694,374,2023-11-10--13-46-05,2023-11-10--13-47-46,21
0.0271697998046875,0.000774103082173638,0.0021986961364746094,2.9548902704999986e-05,3,3,60,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 60}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.865153404839112,0.8742080319281618,0.876146376039132,0.00989991886386922,348,2023-11-10--13-46-05,2023-11-10--13-47-46,21
0.02680211067199707,0.00014002243379845997,0.002158832550048828,3.773267600462368e-05,3,3,70,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 70}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.865153404839112,0.8742080319281618,0.876146376039132,0.00989991886386922,348,2023-11-10--13-46-05,2023-11-10--13-47-46,21
0.0270749568939209,0.0005001095439638378,0.0022092342376708986,0.00011380070183997028,3,3,80,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 80}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.865153404839112,0.8742080319281618,0.876146376039132,0.00989991886386922,348,2023-11-10--13-46-05,2023-11-10--13-47-46,21
0.026740455627441408,0.00010656831504418398,0.0021738529205322264,1.121469905234507e-05,3,3,90,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 90}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.865153404839112,0.8742080319281618,0.876146376039132,0.00989991886386922,348,2023-11-10--13-46-05,2023-11-10--13-47-46,21
0.02672567367553711,9.044465912281215e-05,0.0022037506103515627,0.00010970046890402711,3,3,100,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 100}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.865153404839112,0.8742080319281618,0.876146376039132,0.00989991886386922,348,2023-11-10--13-46-05,2023-11-10--13-47-46,21
0.027028322219848633,0.0003662304326669846,0.0022416114807128906,9.896364355949916e-05,3,3,110,"{'max_depth': 3, 'min_samples_leaf': 3, 'min_samples_split': 110}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.865153404839112,0.8742080319281618,0.876146376039132,0.00989991886386922,348,2023-11-10--13-46-05,2023-11-10--13-47-46,21
0.02695441246032715,7.876276030792068e-05,0.0021811485290527343,2.137730701763752e-05,3,4,40,"{'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 40}",0.8686196623634559,0.8708043694141016,0.8948212875197471,0.8602893489648291,0.8742080319281618,0.873748540038059,0.011492564295524211,383,2023-11-10--13-46-05,2023-11-10--13-47-46,21
0.026806163787841796,0.00013043247467967153,0.0021433353424072264,4.138644378813465e-05,3,4,50,"{'max_depth': 3, 'min_samples_leaf': 4, 'min_samples_split': 50}",0.8735849056603774,0.8729642502482623,0.8948212875197471,0.8602893489648291,0.8742080319281618,0.8751735648642756,0.011098739130883694,374,2023-11-10--13-46-05,2023-11-10--13-47-46,21
