mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_C,param_gamma,param_kernel,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.10447888374328614,0.0015338257101120793,0.031168031692504882,0.0016428174601163896,100.0,1e-07,rbf,"{'C': 100.0, 'gamma': 1e-07, 'kernel': 'rbf'}",0.8655412115193644,0.86233862959285,0.8302231437598736,0.7990521327014218,0.8607632826141182,0.8435836800375256,0.025653782193128853,173,2023-10-30--13-31-04,2023-10-30--13-34-11,6
0.10552005767822266,0.002812005839935619,0.030155324935913087,0.002347886559653998,100.0,1.6378937069540646e-07,rbf,"{'C': 100.0, 'gamma': 1.6378937069540646e-07, 'kernel': 'rbf'}",0.8757696127110228,0.8667576961271102,0.8396030805687204,0.8036418059366426,0.8595659765527564,0.8490676343792505,0.02564851960014537,163,2023-10-30--13-31-04,2023-10-30--13-34-11,6
0.10352716445922852,0.003517026853158894,0.030902671813964843,0.0018704976082798215,100.0,2.6826957952797275e-07,rbf,"{'C': 100.0, 'gamma': 2.6826957952797275e-07, 'kernel': 'rbf'}",0.8798411122144985,0.8730635551142005,0.8483412322274883,0.809079570965328,0.8537291095036168,0.8528109160050263,0.024795372912550444,153,2023-10-30--13-31-04,2023-10-30--13-34-11,6
0.10657258033752441,0.00537375038150924,0.0303403377532959,0.0022063517821419546,100.0,4.393970560760786e-07,rbf,"{'C': 100.0, 'gamma': 4.393970560760786e-07, 'kernel': 'rbf'}",0.8826216484607746,0.8792701092353525,0.8494273301737758,0.814617111499127,0.852531803442255,0.855693600562257,0.024566288218615603,127,2023-10-30--13-31-04,2023-10-30--13-34-11,6
0.10937881469726562,0.005013879305338314,0.03264398574829101,0.0009981207676150467,100.0,7.196856730011514e-07,rbf,"{'C': 100.0, 'gamma': 7.196856730011514e-07, 'kernel': 'rbf'}",0.8896722939424032,0.8840119165839126,0.8505627962085308,0.827438263906211,0.8290845597405837,0.8561539660763282,0.026412683318450658,124,2023-10-30--13-31-04,2023-10-30--13-34-11,6
0.10604324340820312,0.003486374149849127,0.029570484161376955,0.0017002692120474464,100.0,1.1787686347935866e-06,rbf,"{'C': 100.0, 'gamma': 1.1787686347935866e-06, 'kernel': 'rbf'}",0.8953326713008938,0.8828202581926514,0.8568325434439178,0.836318283861312,0.7868296333250187,0.8516266780247588,0.03832325210727886,158,2023-10-30--13-31-04,2023-10-30--13-34-11,6
0.10647387504577636,0.0034087308221410306,0.0322080135345459,0.0012404626946993793,100.0,1.9306977288832498e-06,rbf,"{'C': 100.0, 'gamma': 1.9306977288832498e-06, 'kernel': 'rbf'}",0.8950347567030785,0.8768867924528302,0.861028830963665,0.8439511100024945,0.8134696931903218,0.858074236662478,0.027991962880565425,106,2023-10-30--13-31-04,2023-10-30--13-34-11,6
0.10813751220703124,0.004730204741759262,0.03167667388916016,0.0019515249063075922,100.0,3.162277660168379e-06,rbf,"{'C': 100.0, 'gamma': 3.162277660168379e-06, 'kernel': 'rbf'}",0.8950844091360476,0.8814299900695135,0.8652251184834122,0.8519830381641306,0.8273384884010976,0.8642122088508403,0.023493806000553678,79,2023-10-30--13-31-04,2023-10-30--13-34-11,6
0.10575218200683593,0.0018439724879880915,0.031064462661743165,0.0022800026505311382,100.0,5.179474679231212e-06,rbf,"{'C': 100.0, 'gamma': 5.179474679231212e-06, 'kernel': 'rbf'}",0.8947864945382324,0.880188679245283,0.8669530015797788,0.8518333749064605,0.8391119980044899,0.866574709654849,0.019763074459460243,67,2023-10-30--13-31-04,2023-10-30--13-34-11,6
0.10699381828308105,0.0025683663299163485,0.03204779624938965,0.0017850088080114037,100.0,8.483428982440726e-06,rbf,"{'C': 100.0, 'gamma': 8.483428982440726e-06, 'kernel': 'rbf'}",0.9003475670307844,0.8731628599801389,0.8732227488151658,0.8585682215016213,0.8485906709902719,0.8707784136635965,0.01747787119183561,50,2023-10-30--13-31-04,2023-10-30--13-34-11,6
0.1061544418334961,0.0014179153358150106,0.031474876403808597,0.002008047995441822,100.0,1.389495494373136e-05,rbf,"{'C': 100.0, 'gamma': 1.389495494373136e-05, 'kernel': 'rbf'}",0.9035004965243296,0.870382323733863,0.8666321090047395,0.8630581192317286,0.8479920179595909,0.8703130132908503,0.018252798273473984,55,2023-10-30--13-31-04,2023-10-30--13-34-11,6
0.1061851978302002,0.0032046126888799213,0.030556344985961915,0.0018478343609274598,100.0,2.2758459260747912e-05,rbf,"{'C': 100.0, 'gamma': 2.2758459260747912e-05, 'kernel': 'rbf'}",0.9004965243296921,0.8686444885799405,0.8664593206951028,0.8667997006734847,0.8561736093788975,0.8717147287314235,0.015040753555698587,46,2023-10-30--13-31-04,2023-10-30--13-34-11,6
