mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_tol,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.18985109329223632,0.3747655014136941,0.0015714645385742187,3.825214907069731e-05,1000.0,1e-06,"{'alpha': 1000.0, 'tol': 1e-06}",0.8289473684210527,0.8575968222442899,0.8580173775671406,0.8341232227488151,0.8315290596158644,0.8420427701194324,0.012975850687807497,19,2023-12-06--14-37-33,2023-12-06--14-37-35,51
0.002460813522338867,4.5418983368706015e-05,0.001518106460571289,2.9434644474316622e-05,1000.0,1e-05,"{'alpha': 1000.0, 'tol': 1e-05}",0.8289473684210527,0.8575968222442899,0.8580173775671406,0.8341232227488151,0.8315290596158644,0.8420427701194324,0.012975850687807497,19,2023-12-06--14-37-33,2023-12-06--14-37-35,51
0.00243682861328125,3.787011771090314e-05,0.0015037059783935547,1.3367609043162358e-05,1668.100537200059,1e-06,"{'alpha': 1668.100537200059, 'tol': 1e-06}",0.8363455809334657,0.8598808341608739,0.8611769352290679,0.8330755799451235,0.8298328760289349,0.8440623612594932,0.013607858312522121,17,2023-12-06--14-37-33,2023-12-06--14-37-35,51
0.0023826122283935546,2.3295630354229277e-05,0.0014958858489990234,2.3500574785121404e-05,1668.100537200059,1e-05,"{'alpha': 1668.100537200059, 'tol': 1e-05}",0.8363455809334657,0.8598808341608739,0.8611769352290679,0.8330755799451235,0.8298328760289349,0.8440623612594932,0.013607858312522121,17,2023-12-06--14-37-33,2023-12-06--14-37-35,51
0.0023642539978027343,8.086011013500775e-06,0.0014794826507568359,6.584152562023957e-06,2782.559402207126,1e-06,"{'alpha': 2782.559402207126, 'tol': 1e-06}",0.8460278053624628,0.8596325719960278,0.8633984992101107,0.8320279371414318,0.8310800698428534,0.8464333767105773,0.013456889288991318,15,2023-12-06--14-37-33,2023-12-06--14-37-35,51
0.0023458003997802734,1.3674505866191804e-05,0.0014810562133789062,1.3855381415779244e-05,2782.559402207126,1e-05,"{'alpha': 2782.559402207126, 'tol': 1e-05}",0.8460278053624628,0.8596325719960278,0.8633984992101107,0.8320279371414318,0.8310800698428534,0.8464333767105773,0.013456889288991318,15,2023-12-06--14-37-33,2023-12-06--14-37-35,51
0.002351808547973633,1.903733164695056e-05,0.0014894962310791015,1.0739533072035017e-05,4641.588833612777,1e-06,"{'alpha': 4641.588833612777, 'tol': 1e-06}",0.8523833167825224,0.8613207547169811,0.862559241706161,0.8336742329758045,0.832377151409329,0.8484629395181595,0.013090889390988887,13,2023-12-06--14-37-33,2023-12-06--14-37-35,51
0.002340364456176758,5.8056759854219145e-06,0.0014774799346923828,1.0060021020841984e-05,4641.588833612777,1e-05,"{'alpha': 4641.588833612777, 'tol': 1e-05}",0.8523833167825224,0.8613207547169811,0.862559241706161,0.8336742329758045,0.832377151409329,0.8484629395181595,0.013090889390988887,13,2023-12-06--14-37-33,2023-12-06--14-37-35,51
0.0023469924926757812,6.091583031719708e-06,0.001489114761352539,1.4135145685806912e-05,7742.63682681127,1e-06,"{'alpha': 7742.63682681127, 'tol': 1e-06}",0.8570009930486593,0.8660377358490566,0.8623617693522906,0.8344225492641556,0.8332252432027936,0.8506096581433912,0.014008763243946912,5,2023-12-06--14-37-33,2023-12-06--14-37-35,51
0.0023542404174804687,7.4172322675135656e-06,0.001482677459716797,4.311093159597667e-06,7742.63682681127,1e-05,"{'alpha': 7742.63682681127, 'tol': 1e-05}",0.8570009930486593,0.8660377358490566,0.8623617693522906,0.8344225492641556,0.8332252432027936,0.8506096581433912,0.014008763243946912,5,2023-12-06--14-37-33,2023-12-06--14-37-35,51
