mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.37876191139221194,0.060056191385392976,0.0023946285247802733,0.00019354816139786522,0.1,"(50, 50)","{'alpha': 0.1, 'hidden_layer_sizes': (50, 50)}",0.8675769612711022,0.8725918570009932,0.8968206951026856,0.8837116487902221,0.7618857570466451,0.8565173838423297,0.04837299385986905,49,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.2715782165527344,0.07368348601001198,0.0021978378295898437,8.632275146729192e-05,0.1,"(25, 25)","{'alpha': 0.1, 'hidden_layer_sizes': (25, 25)}",0.8760178748758688,0.883167825223436,0.9003258293838863,0.8635569967572961,0.8302818658019455,0.8706700784084866,0.02343527177802599,17,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.4640705108642578,0.0835804922213558,0.002296733856201172,0.00011609270215970497,1,"(100,)","{'alpha': 1, 'hidden_layer_sizes': (100,)}",0.8832174776564051,0.8933962264150943,0.8887736966824644,0.872836118732851,0.7918184085806934,0.8660083856135017,0.03772340571172974,29,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.408204174041748,0.048252923410769796,0.0022719383239746095,0.000130873202825006,1,"(50,)","{'alpha': 1, 'hidden_layer_sizes': (50,)}",0.9004965243296922,0.895183714001986,0.9108412322274883,0.8897979546021452,0.8518333749064605,0.8896305600135545,0.020136804803513243,1,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.26776509284973143,0.03982951534712349,0.002113533020019531,6.790057326176988e-05,1,"(25,)","{'alpha': 1, 'hidden_layer_sizes': (25,)}",0.8550148957298909,0.8944389275074479,0.8908965244865719,0.8710900473933649,0.7852831129957595,0.859344701622607,0.03967100072539362,43,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.2602196216583252,0.06680597504766647,0.0021816253662109374,0.00016466331138380622,1,"(10,)","{'alpha': 1, 'hidden_layer_sizes': (10,)}",0.8716981132075471,0.8802879841112213,0.8540185624012638,0.8542778747817411,0.8210526315789473,0.8562670332161442,0.020318419065237955,50,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.5925446033477784,0.11755130263328951,0.0026045322418212892,0.0006768450492090225,1,"(50, 50)","{'alpha': 1, 'hidden_layer_sizes': (50, 50)}",0.8735352532274082,0.8786494538232373,0.877419036334913,0.8741082564230481,0.800274382639062,0.8607972764895339,0.030323067305640383,38,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.24702649116516112,0.054277155743902954,0.0023108005523681642,0.00013083349815971214,1,"(25, 25)","{'alpha': 1, 'hidden_layer_sizes': (25, 25)}",0.8803128103277061,0.8806852035749753,0.8968206951026857,0.8523821401845847,0.8297829882763781,0.867996767493266,0.023864658523257875,24,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.7923915386199951,0.13780657560125442,0.002336597442626953,0.00010571444308746608,10,"(100,)","{'alpha': 10, 'hidden_layer_sizes': (100,)}",0.9175769612711023,0.8949354518371402,0.9019056082148498,0.8731853330007483,0.8020952856073835,0.8779397279862448,0.04051990132827195,6,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.5044707775115966,0.05196578800233179,0.0022079944610595703,5.09486613265017e-05,10,"(50,)","{'alpha': 10, 'hidden_layer_sizes': (50,)}",0.9156405163853029,0.8910625620655412,0.8764316745655608,0.8866051384385133,0.8083312546769768,0.8756142292263791,0.03602560649772773,7,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.37291727066040037,0.039377700910960226,0.002255964279174805,0.0002356995702755831,10,"(25,)","{'alpha': 10, 'hidden_layer_sizes': (25,)}",0.9009682224428996,0.8906156901688184,0.8851698262243285,0.8760289348964829,0.7847842354701919,0.8675133818405442,0.04214574555306146,26,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.2928499698638916,0.09413133880717359,0.002260160446166992,0.0002424399928145716,10,"(10,)","{'alpha': 10, 'hidden_layer_sizes': (10,)}",0.8876861966236345,0.8902184707050643,0.8648301737756715,0.8743826390621102,0.8408830132202545,0.8716000986773469,0.01790262593725026,14,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.8443116188049317,0.13510671600731794,0.00256195068359375,0.0004024397308465128,10,"(50, 50)","{'alpha': 10, 'hidden_layer_sizes': (50, 50)}",0.9101787487586892,0.8927755710029792,0.8950434439178514,0.7990521327014218,0.707408331254677,0.8408916455271237,0.07745114807232314,54,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.4404433250427246,0.09968778481605801,0.0024446487426757813,0.0003265270561066695,10,"(25, 25)","{'alpha': 10, 'hidden_layer_sizes': (25, 25)}",0.9107249255213505,0.887537239324727,0.890995260663507,0.8697430780743327,0.8091793464704415,0.8736359700108718,0.03475627082188073,11,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.7554189682006835,0.05850085559333268,0.002462291717529297,0.0003098137507851548,100,"(100,)","{'alpha': 100, 'hidden_layer_sizes': (100,)}",0.9068520357497517,0.8886544190665342,0.7991706161137441,0.8524320279371413,0.8484908954851583,0.8591199988704659,0.03715444686132715,45,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.6549508094787597,0.05686490363644631,0.0022396564483642576,9.331319418039565e-05,100,"(50,)","{'alpha': 100, 'hidden_layer_sizes': (50,)}",0.9096325719960279,0.9016385302879842,0.8729265402843602,0.8602644050885508,0.8570217011723623,0.8802967497658571,0.021510019850645965,5,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.5371091365814209,0.10221333148246751,0.0022710323333740234,0.0001644318580282022,100,"(25,)","{'alpha': 100, 'hidden_layer_sizes': (25,)}",0.9081926514399206,0.8899205561072492,0.8847748815165878,0.8588176602644051,0.861686206036418,0.8806783910729161,0.018427305912493124,4,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.3887794017791748,0.05533420263894035,0.0021880149841308595,5.53277834799732e-05,100,"(10,)","{'alpha': 100, 'hidden_layer_sizes': (10,)}",0.9137040714995035,0.8986842105263158,0.8872432859399684,0.8628086804689449,0.8573210276877027,0.8839522552244871,0.02130401368478173,3,2023-10-31--11-55-13,2023-10-31--11-57-39,8
1.612942361831665,0.21497175788611994,0.0029693603515625,0.00040550812275700016,100,"(50, 50)","{'alpha': 100, 'hidden_layer_sizes': (50, 50)}",0.8922542204568024,0.8830685203574976,0.8572768562401264,0.8364180593664255,0.8768520828136692,0.8691739478469043,0.0199960041228883,22,2023-10-31--11-55-13,2023-10-31--11-57-39,8
1.0060577869415284,0.2191642612285249,0.0021553516387939455,6.155289908871179e-05,100,"(25, 25)","{'alpha': 100, 'hidden_layer_sizes': (25, 25)}",0.8944389275074478,0.8908391261171797,0.5470971563981043,0.8212521825891744,0.8522823646794712,0.8011819514582754,0.12985254871541566,60,2023-10-31--11-55-13,2023-10-31--11-57-39,8
1.596684169769287,0.019013265947399112,0.0026458740234375,0.0002845369112141169,1000,"(100,)","{'alpha': 1000, 'hidden_layer_sizes': (100,)}",0.8694141012909632,0.8868669314796426,0.8564869668246445,0.8330256921925667,0.8692442005487653,0.8630075784673166,0.017836140819303327,33,2023-10-31--11-55-13,2023-10-31--11-57-39,8
1.0905914783477784,0.07612399622905518,0.0023422718048095705,0.00037386144850901385,1000,"(50,)","{'alpha': 1000, 'hidden_layer_sizes': (50,)}",0.8729890764647468,0.8849553128103277,0.864484597156398,0.8331254676976801,0.8710401596408083,0.8653189227539922,0.017402679515360866,30,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.9135355949401855,0.004138455199708415,0.0024866580963134764,0.0003198823044009885,1000,"(25,)","{'alpha': 1000, 'hidden_layer_sizes': (25,)}",0.8755213505461769,0.8830188679245283,0.8685821484992101,0.8151658767772512,0.8687453230231978,0.8622067133540728,0.024110849163661414,35,2023-10-31--11-55-13,2023-10-31--11-57-39,8
0.7169993877410888,0.031677560961975645,0.0022381305694580077,0.0001548907433338263,1000,"(10,)","{'alpha': 1000, 'hidden_layer_sizes': (10,)}",0.8812810327706058,0.8795928500496524,0.8512539494470774,0.8372661511598902,0.8681965577450736,0.8635181082344598,0.0169433263754934,32,2023-10-31--11-55-13,2023-10-31--11-57-39,8
1.6967559814453126,0.010941880992196779,0.002462148666381836,8.049076202094195e-05,1000,"(50, 50)","{'alpha': 1000, 'hidden_layer_sizes': (50, 50)}",0.8266137040714995,0.8663108242303872,0.8290876777251185,0.8304814168121727,0.8542279870291843,0.8413443219736724,0.015965802208221976,53,2023-10-31--11-55-13,2023-10-31--11-57-39,8
1.243727684020996,0.017048325518063585,0.0026513099670410155,0.00042774551229927493,1000,"(25, 25)","{'alpha': 1000, 'hidden_layer_sizes': (25, 25)}",0.8604270109235352,0.8732373386295931,0.8115126382306477,0.7831379396358195,0.8636068845098528,0.8383843623858898,0.03496009358010079,55,2023-10-31--11-55-13,2023-10-31--11-57-39,8
