mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.0019691944122314452,0.00031464686575794274,0.05276060104370117,0.08776246896235597,10,uniform,"{'n_neighbors': 10, 'weights': 'uniform'}",0.8369165839126118,0.8398212512413108,0.8958333333333333,0.8237715140932902,0.8201047642803692,0.8432894893721832,0.02732025246776914,90,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.0020402908325195313,8.435417796814444e-05,0.008831262588500977,0.00014399108442251496,10,distance,"{'n_neighbors': 10, 'weights': 'distance'}",0.8422045680238333,0.8437934458788481,0.899708728278041,0.8220753305063606,0.8227488151658768,0.846106177570592,0.028343791970756777,89,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.0020236968994140625,3.3981130215730816e-05,0.008859205245971679,0.00016713114505804413,12,uniform,"{'n_neighbors': 12, 'weights': 'uniform'}",0.8417328699106257,0.8437934458788481,0.9036581753554502,0.8361935644799201,0.8309304065851832,0.8512616924420054,0.026579594624956758,82,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.002049684524536133,5.20951960618527e-05,0.009041881561279297,0.00015460532881371057,12,distance,"{'n_neighbors': 12, 'weights': 'distance'}",0.8452333664349554,0.84714498510427,0.9051392180094786,0.8320029932651533,0.8337241207283611,0.8526489367084438,0.0269255174039328,76,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.0020353317260742186,4.8417031625236956e-05,0.009059619903564454,0.00010838503361376372,14,uniform,"{'n_neighbors': 14, 'weights': 'uniform'}",0.8439920556107249,0.846896722939424,0.9077310426540285,0.834372661511599,0.8354701920678473,0.8536925349567248,0.027443592931552213,66,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.002033853530883789,4.7509255742201933e-05,0.009131288528442383,0.00013886662253630906,14,distance,"{'n_neighbors': 14, 'weights': 'distance'}",0.8510923535253228,0.8495779543197617,0.9088171406003159,0.8345722125218258,0.8391618857570466,0.8566443093448545,0.026816317795857934,23,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.0020238876342773436,9.770175778752565e-05,0.009070873260498047,0.0002344399845009873,16,uniform,"{'n_neighbors': 16, 'weights': 'uniform'}",0.8447368421052631,0.8388530287984111,0.9052626382306477,0.8248191568969818,0.8325018707907209,0.8492347073644048,0.028786267570903978,88,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.002021598815917969,8.713739503048222e-05,0.009300804138183594,0.00028895582686682466,16,distance,"{'n_neighbors': 16, 'weights': 'distance'}",0.8512909632571997,0.8445878848063554,0.908422195892575,0.8293838862559241,0.8368919930157145,0.8541153846455536,0.02812924666255953,55,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.002045011520385742,0.00010030251204426374,0.009418439865112305,0.00023300521731780017,18,uniform,"{'n_neighbors': 18, 'weights': 'uniform'}",0.8452333664349553,0.8324975173783515,0.9079285150078988,0.8335245697181344,0.8374657021701173,0.8513299341418916,0.02865126644822826,81,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.0019886970520019533,7.75429296715264e-05,0.009295988082885741,0.0002913249252111492,18,distance,"{'n_neighbors': 18, 'weights': 'distance'}",0.8523833167825223,0.838679245283019,0.9099526066350712,0.8351459216762285,0.8430531304564729,0.8558428441666628,0.02766356169444375,34,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.0020092010498046877,4.5683986112262094e-05,0.009469318389892577,0.0001847454109833927,20,uniform,"{'n_neighbors': 20, 'weights': 'uniform'}",0.8508192651439921,0.8358490566037736,0.9047689573459715,0.8363931154901472,0.8386879521077575,0.8533036693383285,0.02630246247498518,71,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.0020967960357666016,5.0003964608165434e-05,0.009830236434936523,9.413821055893133e-05,20,distance,"{'n_neighbors': 20, 'weights': 'distance'}",0.8551638530287984,0.8416583912611719,0.9069658372827804,0.838388625592417,0.8441007732601646,0.8572554960850665,0.02548634224969099,16,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.0021066665649414062,1.4622660646640727e-05,0.010001230239868163,4.303317318760517e-05,22,uniform,"{'n_neighbors': 22, 'weights': 'uniform'}",0.8516881827209533,0.8313058589870904,0.9047689573459715,0.8401845846844599,0.8425542529309055,0.8541003673338761,0.026152154877732727,56,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.002167510986328125,0.0001079830777510979,0.010074377059936523,0.00040848262880712334,22,distance,"{'n_neighbors': 22, 'weights': 'distance'}",0.8562065541211519,0.8385302879841112,0.9054107424960506,0.8409578448490895,0.8479171863307557,0.8578045231562319,0.02458443314710743,12,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.002087688446044922,0.000312821697461708,0.011048078536987305,0.0017000748566478913,24,uniform,"{'n_neighbors': 24, 'weights': 'uniform'}",0.8552135054617677,0.8296673286991062,0.8998815165876777,0.8444499875280618,0.8473434771763532,0.8553111630905933,0.023772174253078572,44,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.0017701148986816405,6.774740174216998e-05,0.00933527946472168,4.718399456492007e-05,24,distance,"{'n_neighbors': 24, 'weights': 'distance'}",0.8576961271102284,0.8374379344587884,0.9022511848341231,0.8442254926415564,0.8509353953604389,0.8585092268810272,0.022888457217022158,4,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.0016803264617919922,2.9192171778418734e-05,0.009290218353271484,5.661203851516507e-05,26,uniform,"{'n_neighbors': 26, 'weights': 'uniform'}",0.8559086395233367,0.8305610724925522,0.8992644154818326,0.8479171863307557,0.8458717884759291,0.8559046204608812,0.023181130626680594,33,2023-11-10--17-40-11,2023-11-10--17-40-18,29
0.0017019271850585937,5.6543035758860815e-05,0.009436750411987304,6.378552121027649e-05,26,distance,"{'n_neighbors': 26, 'weights': 'distance'}",0.8581678252234358,0.8364945382323734,0.9014612954186414,0.8490646046395609,0.8490396607632826,0.8588455848554588,0.022396210176529405,2,2023-11-10--17-40-11,2023-11-10--17-40-18,29
