mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,param_hidden_layer_sizes,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,start_time,end_time,ID
0.4238349437713623,0.12142254790006526,0.0024944305419921874,0.00011531699148630719,1e-06,"(100,)","{'alpha': 1e-06, 'hidden_layer_sizes': (100,)}",0.895134061569017,0.8991559086395233,0.8867002369668245,0.8942878523322524,0.7978548266400599,0.8746265772295354,0.03859659492764689,5,2023-10-31--11-49-23,2023-10-31--11-50-06,7
0.39527206420898436,0.058877361045990305,0.0024046897888183594,0.00039167544659812406,1e-06,"(50,)","{'alpha': 1e-06, 'hidden_layer_sizes': (50,)}",0.8959285004965243,0.9014399205561072,0.9082740916271722,0.8599401346969319,0.8004988775255675,0.8732163049804604,0.04001386174550772,6,2023-10-31--11-49-23,2023-10-31--11-50-06,7
0.41304616928100585,0.11924964738807642,0.0024733543395996094,0.0003294811922368336,1e-06,"(50, 50)","{'alpha': 1e-06, 'hidden_layer_sizes': (50, 50)}",0.871002979145978,0.8698609731876861,0.8736670616113744,0.8910451484160639,0.8091294587178848,0.8629411242157975,0.027976615476612843,15,2023-10-31--11-49-23,2023-10-31--11-50-06,7
0.41768646240234375,0.13883156634310226,0.002469635009765625,0.0003804909427742896,1e-05,"(100,)","{'alpha': 1e-05, 'hidden_layer_sizes': (100,)}",0.895134061569017,0.8991062562065542,0.8914395734597157,0.8939386380643553,0.7979047143926168,0.8755046487384519,0.03887887169651124,3,2023-10-31--11-49-23,2023-10-31--11-50-06,7
0.3758716106414795,0.08320056272500882,0.002349185943603516,0.00033934947794790913,1e-05,"(50,)","{'alpha': 1e-05, 'hidden_layer_sizes': (50,)}",0.8867924528301887,0.8978649453823238,0.9082740916271722,0.8599401346969319,0.800598653030681,0.8706940555134594,0.03857119917475222,8,2023-10-31--11-49-23,2023-10-31--11-50-06,7
0.47812113761901853,0.16628246140797084,0.0025181293487548826,0.0003772082539862902,1e-05,"(50, 50)","{'alpha': 1e-05, 'hidden_layer_sizes': (50, 50)}",0.8584905660377359,0.8792701092353525,0.8733708530805686,0.8892990770765777,0.7314542279870291,0.8463769666834529,0.058321370781493416,20,2023-10-31--11-49-23,2023-10-31--11-50-06,7
0.4064022064208984,0.14628756630141668,0.0024425506591796873,0.00032711141658400074,0.0001,"(100,)","{'alpha': 0.0001, 'hidden_layer_sizes': (100,)}",0.8951837140019862,0.8990069513406158,0.8892673775671406,0.8927413320029932,0.7979047143926167,0.8748208178610705,0.038588991899654215,4,2023-10-31--11-49-23,2023-10-31--11-50-06,7
0.3491210460662842,0.04718536209893812,0.0021701335906982424,7.248150671400997e-05,0.0001,"(50,)","{'alpha': 0.0001, 'hidden_layer_sizes': (50,)}",0.8972194637537239,0.8842105263157896,0.9083234597156399,0.8597904714392616,0.7985033674232975,0.8696094577295425,0.03905577078154716,9,2023-10-31--11-49-23,2023-10-31--11-50-06,7
0.3504318714141846,0.04809869034427158,0.002458047866821289,0.0004241618737485571,0.0001,"(50, 50)","{'alpha': 0.0001, 'hidden_layer_sizes': (50, 50)}",0.8748262164846077,0.8223932472691161,0.8953890205371249,0.8925417809927663,0.7598403591918184,0.8489981248950865,0.05171495373423805,19,2023-10-31--11-49-23,2023-10-31--11-50-06,7
0.3836708068847656,0.11511113872044554,0.002330589294433594,8.253022266958948e-05,0.001,"(100,)","{'alpha': 0.001, 'hidden_layer_sizes': (100,)}",0.895134061569017,0.8989572989076465,0.8719391785150079,0.8822649039660763,0.7978548266400598,0.8692300539195615,0.03694968591989376,12,2023-10-31--11-49-23,2023-10-31--11-50-06,7
